# logL =3000,NumOfEigs=33626,alpha=0.5, threshold = 10e-12 
# ================================================================
# n  P(n) P(n)^alpha  P(n)_alpha 
78 0.000000000000000E+00 0.000000000000000E+00 3.277018600252824E-100279 
79 0.000000000000000E+00 0.000000000000000E+00 2.367483156899251E-100266 
80 0.000000000000000E+00 0.000000000000000E+00 1.687591575309951E-100253 
81 0.000000000000000E+00 0.000000000000000E+00 1.187101967149702E-100240 
82 0.000000000000000E+00 0.000000000000000E+00 8.241666308523213E-100228 
83 0.000000000000000E+00 0.000000000000000E+00 5.648236208557723E-100215 
84 0.000000000000000E+00 0.000000000000000E+00 3.821593107251418E-100202 
85 0.000000000000000E+00 0.000000000000000E+00 2.553120226686371E-100189 
86 0.000000000000000E+00 0.000000000000000E+00 1.684431408746763E-100176 
87 0.000000000000000E+00 0.000000000000000E+00 1.097613058776875E-100163 
88 0.000000000000000E+00 0.000000000000000E+00 7.065068125241721E-100151 
89 0.000000000000000E+00 0.000000000000000E+00 4.492732734337141E-100138 
90 0.000000000000000E+00 0.000000000000000E+00 2.822842772005466E-100125 
91 0.000000000000000E+00 0.000000000000000E+00 1.752662087826685E-100112 
92 0.000000000000000E+00 0.000000000000000E+00 1.075467878343683E-100099 
93 0.000000000000000E+00 0.000000000000000E+00 6.522823975387781E-100087 
94 0.000000000000000E+00 0.000000000000000E+00 3.910776138958693E-100074 
95 0.000000000000000E+00 0.000000000000000E+00 2.318079856149978E-100061 
96 0.000000000000000E+00 0.000000000000000E+00 1.358563661334271E-100048 
97 0.000000000000000E+00 0.000000000000000E+00 7.873444826251255E-100036 
98 0.000000000000000E+00 0.000000000000000E+00 4.512620778025868E-100023 
99 0.000000000000000E+00 0.000000000000000E+00 2.558098538819715E-100010 
100 0.000000000000000E+00 0.000000000000000E+00 1.434413279031444E-99997 
101 0.000000000000000E+00 0.000000000000000E+00 7.956888181650350E-99985 
102 0.000000000000000E+00 0.000000000000000E+00 4.366833381754622E-99972 
103 0.000000000000000E+00 0.000000000000000E+00 2.371297504625301E-99959 
104 0.000000000000000E+00 0.000000000000000E+00 1.274213974817295E-99946 
105 0.000000000000000E+00 0.000000000000000E+00 6.776034951856524E-99934 
106 0.000000000000000E+00 0.000000000000000E+00 3.566359843963274E-99921 
107 0.000000000000000E+00 0.000000000000000E+00 1.857930614638835E-99908 
108 0.000000000000000E+00 0.000000000000000E+00 9.581344686637480E-99896 
109 0.000000000000000E+00 0.000000000000000E+00 4.891625700771288E-99883 
110 0.000000000000000E+00 0.000000000000000E+00 2.472556422538770E-99870 
111 0.000000000000000E+00 0.000000000000000E+00 1.237488688896356E-99857 
112 0.000000000000000E+00 0.000000000000000E+00 6.133006881756702E-99845 
113 0.000000000000000E+00 0.000000000000000E+00 3.010075426101874E-99832 
114 0.000000000000000E+00 0.000000000000000E+00 1.463143532891308E-99819 
115 0.000000000000000E+00 0.000000000000000E+00 7.044260933971445E-99807 
116 0.000000000000000E+00 0.000000000000000E+00 3.359352900075816E-99794 
117 0.000000000000000E+00 0.000000000000000E+00 1.587010109212600E-99781 
118 0.000000000000000E+00 0.000000000000000E+00 7.427441794620494E-99769 
119 0.000000000000000E+00 0.000000000000000E+00 3.444018015325940E-99756 
120 0.000000000000000E+00 0.000000000000000E+00 1.582299669290628E-99743 
121 0.000000000000000E+00 0.000000000000000E+00 7.203429138075860E-99731 
122 0.000000000000000E+00 0.000000000000000E+00 3.249725167034498E-99718 
123 0.000000000000000E+00 0.000000000000000E+00 1.452913823496624E-99705 
124 0.000000000000000E+00 0.000000000000000E+00 6.437949473407850E-99693 
125 0.000000000000000E+00 0.000000000000000E+00 2.827469353709368E-99680 
126 0.000000000000000E+00 0.000000000000000E+00 1.230888123915820E-99667 
127 0.000000000000000E+00 0.000000000000000E+00 5.311740475380655E-99655 
128 0.000000000000000E+00 0.000000000000000E+00 2.272372553533367E-99642 
129 0.000000000000000E+00 0.000000000000000E+00 9.637692237131703E-99630 
130 0.000000000000000E+00 0.000000000000000E+00 4.052690188022848E-99617 
131 0.000000000000000E+00 0.000000000000000E+00 1.689725622959395E-99604 
132 0.000000000000000E+00 0.000000000000000E+00 6.985807570622600E-99592 
133 0.000000000000000E+00 0.000000000000000E+00 2.863976957075281E-99579 
134 0.000000000000000E+00 0.000000000000000E+00 1.164392360374757E-99566 
135 0.000000000000000E+00 0.000000000000000E+00 4.694941573876540E-99554 
136 0.000000000000000E+00 0.000000000000000E+00 1.877525249757373E-99541 
137 0.000000000000000E+00 0.000000000000000E+00 7.447139919745061E-99529 
138 0.000000000000000E+00 0.000000000000000E+00 2.929978382083369E-99516 
139 0.000000000000000E+00 0.000000000000000E+00 1.143492186807471E-99503 
140 0.000000000000000E+00 0.000000000000000E+00 4.427088979977759E-99491 
141 0.000000000000000E+00 0.000000000000000E+00 1.700362918299529E-99478 
142 0.000000000000000E+00 0.000000000000000E+00 6.479254995353522E-99466 
143 0.000000000000000E+00 0.000000000000000E+00 2.449571006525792E-99453 
144 0.000000000000000E+00 0.000000000000000E+00 9.188775660792011E-99441 
145 0.000000000000000E+00 0.000000000000000E+00 3.420178447640994E-99428 
146 0.000000000000000E+00 0.000000000000000E+00 1.263234401381360E-99415 
147 0.000000000000000E+00 0.000000000000000E+00 4.630026327050973E-99403 
148 0.000000000000000E+00 0.000000000000000E+00 1.684097827613550E-99390 
149 0.000000000000000E+00 0.000000000000000E+00 6.079323299062774E-99378 
150 0.000000000000000E+00 0.000000000000000E+00 2.178044245717932E-99365 
151 0.000000000000000E+00 0.000000000000000E+00 7.744990599537402E-99353 
152 0.000000000000000E+00 0.000000000000000E+00 2.733611425682758E-99340 
153 0.000000000000000E+00 0.000000000000000E+00 9.577078703301607E-99328 
154 0.000000000000000E+00 0.000000000000000E+00 3.330643704804271E-99315 
155 0.000000000000000E+00 0.000000000000000E+00 1.149847795043639E-99302 
156 0.000000000000000E+00 0.000000000000000E+00 3.940828874939235E-99290 
157 0.000000000000000E+00 0.000000000000000E+00 1.340872811935940E-99277 
158 0.000000000000000E+00 0.000000000000000E+00 4.529579679893492E-99265 
159 0.000000000000000E+00 0.000000000000000E+00 1.519203082037805E-99252 
160 0.000000000000000E+00 0.000000000000000E+00 5.059160456241717E-99240 
161 0.000000000000000E+00 0.000000000000000E+00 1.672871699077964E-99227 
162 0.000000000000000E+00 0.000000000000000E+00 5.492689272373150E-99215 
163 0.000000000000000E+00 0.000000000000000E+00 1.790861897412439E-99202 
164 0.000000000000000E+00 0.000000000000000E+00 5.798425460645989E-99190 
165 0.000000000000000E+00 0.000000000000000E+00 1.864425472508019E-99177 
166 0.000000000000000E+00 0.000000000000000E+00 5.953643130729298E-99165 
167 0.000000000000000E+00 0.000000000000000E+00 1.888161140156735E-99152 
168 0.000000000000000E+00 0.000000000000000E+00 5.947429080404385E-99140 
169 0.000000000000000E+00 0.000000000000000E+00 1.860667361076780E-99127 
170 0.000000000000000E+00 0.000000000000000E+00 5.781926497935442E-99115 
171 0.000000000000000E+00 0.000000000000000E+00 1.784660794807274E-99102 
172 0.000000000000000E+00 0.000000000000000E+00 5.471833134693628E-99090 
173 0.000000000000000E+00 0.000000000000000E+00 1.666551100021466E-99077 
174 0.000000000000000E+00 0.000000000000000E+00 5.042285889477841E-99065 
175 0.000000000000000E+00 0.000000000000000E+00 1.515561575950174E-99052 
176 0.000000000000000E+00 0.000000000000000E+00 4.525546995977091E-99040 
177 0.000000000000000E+00 0.000000000000000E+00 1.342560509437094E-99027 
178 0.000000000000000E+00 0.000000000000000E+00 3.957088098470977E-99015 
179 0.000000000000000E+00 0.000000000000000E+00 1.158804682296920E-99002 
180 0.000000000000000E+00 0.000000000000000E+00 3.371715263937320E-98990 
181 0.000000000000000E+00 0.000000000000000E+00 9.747898047208271E-98978 
182 0.000000000000000E+00 0.000000000000000E+00 2.800294190786509E-98965 
183 0.000000000000000E+00 0.000000000000000E+00 7.993591482968491E-98953 
184 0.000000000000000E+00 0.000000000000000E+00 2.267455225203703E-98940 
185 0.000000000000000E+00 0.000000000000000E+00 6.391557509530892E-98928 
186 0.000000000000000E+00 0.000000000000000E+00 1.790434694693654E-98915 
187 0.000000000000000E+00 0.000000000000000E+00 4.984327015689331E-98903 
188 0.000000000000000E+00 0.000000000000000E+00 1.378996464708350E-98890 
189 0.000000000000000E+00 0.000000000000000E+00 3.791757456380751E-98878 
190 0.000000000000000E+00 0.000000000000000E+00 1.036217157544895E-98865 
191 0.000000000000000E+00 0.000000000000000E+00 2.814529302955939E-98853 
192 0.000000000000000E+00 0.000000000000000E+00 7.598315872595155E-98841 
193 0.000000000000000E+00 0.000000000000000E+00 2.038905843491556E-98828 
194 0.000000000000000E+00 0.000000000000000E+00 5.438220553284432E-98816 
195 0.000000000000000E+00 0.000000000000000E+00 1.441808976804220E-98803 
196 0.000000000000000E+00 0.000000000000000E+00 3.799804208454843E-98791 
197 0.000000000000000E+00 0.000000000000000E+00 9.954707592254583E-98779 
198 0.000000000000000E+00 0.000000000000000E+00 2.592511451242185E-98766 
199 0.000000000000000E+00 0.000000000000000E+00 6.711950226008843E-98754 
200 0.000000000000000E+00 0.000000000000000E+00 1.727521690051483E-98741 
201 0.000000000000000E+00 0.000000000000000E+00 4.420341153618170E-98729 
202 0.000000000000000E+00 0.000000000000000E+00 1.124491608952981E-98716 
203 0.000000000000000E+00 0.000000000000000E+00 2.844037682553357E-98704 
204 0.000000000000000E+00 0.000000000000000E+00 7.151606531503877E-98692 
205 0.000000000000000E+00 0.000000000000000E+00 1.788015814528475E-98679 
206 0.000000000000000E+00 0.000000000000000E+00 4.444765094909348E-98667 
207 0.000000000000000E+00 0.000000000000000E+00 1.098616513901385E-98654 
208 0.000000000000000E+00 0.000000000000000E+00 2.700059422017014E-98642 
209 0.000000000000000E+00 0.000000000000000E+00 6.598426027778784E-98630 
210 0.000000000000000E+00 0.000000000000000E+00 1.603456044291841E-98617 
211 0.000000000000000E+00 0.000000000000000E+00 3.874656375427761E-98605 
212 0.000000000000000E+00 0.000000000000000E+00 9.310615931971861E-98593 
213 0.000000000000000E+00 0.000000000000000E+00 2.224857920866250E-98580 
214 0.000000000000000E+00 0.000000000000000E+00 5.287060483919371E-98568 
215 0.000000000000000E+00 0.000000000000000E+00 1.249464116114417E-98555 
216 0.000000000000000E+00 0.000000000000000E+00 2.936568311375977E-98543 
217 0.000000000000000E+00 0.000000000000000E+00 6.863923748230261E-98531 
218 0.000000000000000E+00 0.000000000000000E+00 1.595621724305147E-98518 
219 0.000000000000000E+00 0.000000000000000E+00 3.689110130203338E-98506 
220 0.000000000000000E+00 0.000000000000000E+00 8.483136352441748E-98494 
221 0.000000000000000E+00 0.000000000000000E+00 1.940185696298795E-98481 
222 0.000000000000000E+00 0.000000000000000E+00 4.413579643828679E-98469 
223 0.000000000000000E+00 0.000000000000000E+00 9.986381913418167E-98457 
224 0.000000000000000E+00 0.000000000000000E+00 2.247519889852088E-98444 
225 0.000000000000000E+00 0.000000000000000E+00 5.031362921024911E-98432 
226 0.000000000000000E+00 0.000000000000000E+00 1.120373829868188E-98419 
227 0.000000000000000E+00 0.000000000000000E+00 2.481669153771460E-98407 
228 0.000000000000000E+00 0.000000000000000E+00 5.468103878437739E-98395 
229 0.000000000000000E+00 0.000000000000000E+00 1.198532553359544E-98382 
230 0.000000000000000E+00 0.000000000000000E+00 2.613312233117485E-98370 
231 0.000000000000000E+00 0.000000000000000E+00 5.668514607670025E-98358 
232 0.000000000000000E+00 0.000000000000000E+00 1.223183974006039E-98345 
233 0.000000000000000E+00 0.000000000000000E+00 2.625831234133568E-98333 
234 0.000000000000000E+00 0.000000000000000E+00 5.607925758773386E-98321 
235 0.000000000000000E+00 0.000000000000000E+00 1.191532667613530E-98308 
236 0.000000000000000E+00 0.000000000000000E+00 2.518753526025696E-98296 
237 0.000000000000000E+00 0.000000000000000E+00 5.297233410473540E-98284 
238 0.000000000000000E+00 0.000000000000000E+00 1.108418850109199E-98271 
239 0.000000000000000E+00 0.000000000000000E+00 2.307584545463172E-98259 
240 0.000000000000000E+00 0.000000000000000E+00 4.779888566598339E-98247 
241 0.000000000000000E+00 0.000000000000000E+00 9.851260350388636E-98235 
242 0.000000000000000E+00 0.000000000000000E+00 2.020166088263920E-98222 
243 0.000000000000000E+00 0.000000000000000E+00 4.122027927753160E-98210 
244 0.000000000000000E+00 0.000000000000000E+00 8.368943096102162E-98198 
245 0.000000000000000E+00 0.000000000000000E+00 1.690726381510135E-98185 
246 0.000000000000000E+00 0.000000000000000E+00 3.398804709366534E-98173 
247 0.000000000000000E+00 0.000000000000000E+00 6.798863792747194E-98161 
248 0.000000000000000E+00 0.000000000000000E+00 1.353351906120789E-98148 
249 0.000000000000000E+00 0.000000000000000E+00 2.680750344802478E-98136 
250 0.000000000000000E+00 0.000000000000000E+00 5.284210906692281E-98124 
251 0.000000000000000E+00 0.000000000000000E+00 1.036546784138604E-98111 
252 0.000000000000000E+00 0.000000000000000E+00 2.023435958155756E-98099 
253 0.000000000000000E+00 0.000000000000000E+00 3.930868810642920E-98087 
254 0.000000000000000E+00 0.000000000000000E+00 7.599637125537356E-98075 
255 0.000000000000000E+00 0.000000000000000E+00 1.462207528725565E-98062 
256 0.000000000000000E+00 0.000000000000000E+00 2.799907036288257E-98050 
257 0.000000000000000E+00 0.000000000000000E+00 5.335844619628815E-98038 
258 0.000000000000000E+00 0.000000000000000E+00 1.012031852269089E-98025 
259 0.000000000000000E+00 0.000000000000000E+00 1.910394508165495E-98013 
260 0.000000000000000E+00 0.000000000000000E+00 3.589187859857849E-98001 
261 0.000000000000000E+00 0.000000000000000E+00 6.711504667973985E-97989 
262 0.000000000000000E+00 0.000000000000000E+00 1.249109349140318E-97976 
263 0.000000000000000E+00 0.000000000000000E+00 2.313897447753071E-97964 
264 0.000000000000000E+00 0.000000000000000E+00 4.266355324549512E-97952 
265 0.000000000000000E+00 0.000000000000000E+00 7.829703947878798E-97940 
266 0.000000000000000E+00 0.000000000000000E+00 1.430260513961525E-97927 
267 0.000000000000000E+00 0.000000000000000E+00 2.600593590197782E-97915 
268 0.000000000000000E+00 0.000000000000000E+00 4.706774075644039E-97903 
269 0.000000000000000E+00 0.000000000000000E+00 8.479567345467775E-97891 
270 0.000000000000000E+00 0.000000000000000E+00 1.520650523406938E-97878 
271 0.000000000000000E+00 0.000000000000000E+00 2.714540837017673E-97866 
272 0.000000000000000E+00 0.000000000000000E+00 4.823701240838612E-97854 
273 0.000000000000000E+00 0.000000000000000E+00 8.532715305727377E-97842 
274 0.000000000000000E+00 0.000000000000000E+00 1.502528338823848E-97829 
275 0.000000000000000E+00 0.000000000000000E+00 2.633857887101641E-97817 
276 0.000000000000000E+00 0.000000000000000E+00 4.596231567201037E-97805 
277 0.000000000000000E+00 0.000000000000000E+00 7.984669869881934E-97793 
278 0.000000000000000E+00 0.000000000000000E+00 1.380902743434637E-97780 
279 0.000000000000000E+00 0.000000000000000E+00 2.377528912790856E-97768 
280 0.000000000000000E+00 0.000000000000000E+00 4.075215609342962E-97756 
281 0.000000000000000E+00 0.000000000000000E+00 6.954131318205166E-97744 
282 0.000000000000000E+00 0.000000000000000E+00 1.181430284854321E-97731 
283 0.000000000000000E+00 0.000000000000000E+00 1.998258143561553E-97719 
284 0.000000000000000E+00 0.000000000000000E+00 3.364950576650711E-97707 
285 0.000000000000000E+00 0.000000000000000E+00 5.641501164381084E-97695 
286 0.000000000000000E+00 0.000000000000000E+00 9.416831914481352E-97683 
287 0.000000000000000E+00 0.000000000000000E+00 1.564999892289424E-97670 
288 0.000000000000000E+00 0.000000000000000E+00 2.589574073518048E-97658 
289 0.000000000000000E+00 0.000000000000000E+00 4.266306343519062E-97646 
290 0.000000000000000E+00 0.000000000000000E+00 6.998267050135954E-97634 
291 0.000000000000000E+00 0.000000000000000E+00 1.143006835944016E-97621 
292 0.000000000000000E+00 0.000000000000000E+00 1.858797242187088E-97609 
293 0.000000000000000E+00 0.000000000000000E+00 3.009851596951723E-97597 
294 0.000000000000000E+00 0.000000000000000E+00 4.852806562775444E-97585 
295 0.000000000000000E+00 0.000000000000000E+00 7.790774597189500E-97573 
296 0.000000000000000E+00 0.000000000000000E+00 1.245411737456497E-97560 
297 0.000000000000000E+00 0.000000000000000E+00 1.982415959170701E-97548 
298 0.000000000000000E+00 0.000000000000000E+00 3.142179268654469E-97536 
299 0.000000000000000E+00 0.000000000000000E+00 4.959367244744980E-97524 
300 0.000000000000000E+00 0.000000000000000E+00 7.794450039676337E-97512 
301 0.000000000000000E+00 0.000000000000000E+00 1.219869331708874E-97499 
302 0.000000000000000E+00 0.000000000000000E+00 1.901141631561636E-97487 
303 0.000000000000000E+00 0.000000000000000E+00 2.950486423253429E-97475 
304 0.000000000000000E+00 0.000000000000000E+00 4.559900770445498E-97463 
305 0.000000000000000E+00 0.000000000000000E+00 7.017854974179102E-97451 
306 0.000000000000000E+00 0.000000000000000E+00 1.075586107884534E-97438 
307 0.000000000000000E+00 0.000000000000000E+00 1.641656607355335E-97426 
308 0.000000000000000E+00 0.000000000000000E+00 2.495285854318064E-97414 
309 0.000000000000000E+00 0.000000000000000E+00 3.777144700983942E-97402 
310 0.000000000000000E+00 0.000000000000000E+00 5.693990334097242E-97390 
311 0.000000000000000E+00 0.000000000000000E+00 8.548384252925079E-97378 
312 0.000000000000000E+00 0.000000000000000E+00 1.278115043858651E-97365 
313 0.000000000000000E+00 0.000000000000000E+00 1.903175436056894E-97353 
314 0.000000000000000E+00 0.000000000000000E+00 2.822376862947046E-97341 
315 0.000000000000000E+00 0.000000000000000E+00 4.168528677957992E-97329 
316 0.000000000000000E+00 0.000000000000000E+00 6.131778739744273E-97317 
317 0.000000000000000E+00 0.000000000000000E+00 8.983184118537369E-97305 
318 0.000000000000000E+00 0.000000000000000E+00 1.310745864682952E-97292 
319 0.000000000000000E+00 0.000000000000000E+00 1.904825775249856E-97280 
320 0.000000000000000E+00 0.000000000000000E+00 2.757050754579037E-97268 
321 0.000000000000000E+00 0.000000000000000E+00 3.974579122508923E-97256 
322 0.000000000000000E+00 0.000000000000000E+00 5.706877298864304E-97244 
323 0.000000000000000E+00 0.000000000000000E+00 8.161519407267015E-97232 
324 0.000000000000000E+00 0.000000000000000E+00 1.162552732149625E-97219 
325 0.000000000000000E+00 0.000000000000000E+00 1.649405757508325E-97207 
326 0.000000000000000E+00 0.000000000000000E+00 2.330878136114313E-97195 
327 0.000000000000000E+00 0.000000000000000E+00 3.280898818538300E-97183 
328 0.000000000000000E+00 0.000000000000000E+00 4.599930588217884E-97171 
329 0.000000000000000E+00 0.000000000000000E+00 6.423900894690833E-97159 
330 0.000000000000000E+00 0.000000000000000E+00 8.935922935503626E-97147 
331 0.000000000000000E+00 0.000000000000000E+00 1.238160421884202E-97134 
332 0.000000000000000E+00 0.000000000000000E+00 1.708894328342134E-97122 
333 0.000000000000000E+00 0.000000000000000E+00 2.349406311019663E-97110 
334 0.000000000000000E+00 0.000000000000000E+00 3.217432953655012E-97098 
335 0.000000000000000E+00 0.000000000000000E+00 4.389076282911713E-97086 
336 0.000000000000000E+00 0.000000000000000E+00 5.964207915097037E-97074 
337 0.000000000000000E+00 0.000000000000000E+00 8.073320494249012E-97062 
338 0.000000000000000E+00 0.000000000000000E+00 1.088617001999158E-97049 
339 0.000000000000000E+00 0.000000000000000E+00 1.462262148604088E-97037 
340 0.000000000000000E+00 0.000000000000000E+00 1.956618936412268E-97025 
341 0.000000000000000E+00 0.000000000000000E+00 2.608085447974596E-97013 
342 0.000000000000000E+00 0.000000000000000E+00 3.463184010195897E-97001 
343 0.000000000000000E+00 0.000000000000000E+00 4.581114263807146E-96989 
344 0.000000000000000E+00 0.000000000000000E+00 6.036873576619293E-96977 
345 0.000000000000000E+00 0.000000000000000E+00 7.925050015674837E-96965 
346 0.000000000000000E+00 0.000000000000000E+00 1.036440724161056E-96952 
347 0.000000000000000E+00 0.000000000000000E+00 1.350339539527633E-96940 
348 0.000000000000000E+00 0.000000000000000E+00 1.752673695213825E-96928 
349 0.000000000000000E+00 0.000000000000000E+00 2.266325114729354E-96916 
350 0.000000000000000E+00 0.000000000000000E+00 2.919509431478621E-96904 
351 0.000000000000000E+00 0.000000000000000E+00 3.746860558768912E-96892 
352 0.000000000000000E+00 0.000000000000000E+00 4.790695696629808E-96880 
353 0.000000000000000E+00 0.000000000000000E+00 6.102481272074922E-96868 
354 0.000000000000000E+00 0.000000000000000E+00 7.744520423740333E-96856 
355 0.000000000000000E+00 0.000000000000000E+00 9.791882138751399E-96844 
356 0.000000000000000E+00 0.000000000000000E+00 1.233459088097856E-96831 
357 0.000000000000000E+00 0.000000000000000E+00 1.548009335795945E-96819 
358 0.000000000000000E+00 0.000000000000000E+00 1.935601579605596E-96807 
359 0.000000000000000E+00 0.000000000000000E+00 2.411322056785807E-96795 
360 0.000000000000000E+00 0.000000000000000E+00 2.992916508809375E-96783 
361 0.000000000000000E+00 0.000000000000000E+00 3.701155842614907E-96771 
362 0.000000000000000E+00 0.000000000000000E+00 4.560230196246315E-96759 
363 0.000000000000000E+00 0.000000000000000E+00 5.598168956711631E-96747 
364 0.000000000000000E+00 0.000000000000000E+00 6.847283017511777E-96735 
365 0.000000000000000E+00 0.000000000000000E+00 8.344624130842681E-96723 
366 0.000000000000000E+00 0.000000000000000E+00 1.013245461570597E-96710 
367 0.000000000000000E+00 0.000000000000000E+00 1.225871894731166E-96698 
368 0.000000000000000E+00 0.000000000000000E+00 1.477750690398392E-96686 
369 0.000000000000000E+00 0.000000000000000E+00 1.774949602439937E-96674 
370 0.000000000000000E+00 0.000000000000000E+00 2.124235918038179E-96662 
371 0.000000000000000E+00 0.000000000000000E+00 2.533112115964771E-96650 
372 0.000000000000000E+00 0.000000000000000E+00 3.009844635053679E-96638 
373 0.000000000000000E+00 0.000000000000000E+00 3.563483800838322E-96626 
