# logL =3000,NumOfEigs=16812,alpha=2.0, threshold = 10e-12 
# ================================================================
# n  P(n) P(n)^alpha  P(n)_alpha 
39 1.636340538622439E-50134 1.655599460719189E-100266 0.000000000000000E+00 
40 1.165461795588884E-50121 8.398543582736369E-100241 0.000000000000000E+00 
41 8.084793716262037E-50109 4.041529782750262E-100215 0.000000000000000E+00 
42 5.465682948738618E-50096 1.847127049640114E-100189 0.000000000000000E+00 
43 3.603050893346853E-50083 8.026915479824948E-100164 0.000000000000000E+00 
44 2.317295294323634E-50070 3.320249013136195E-100138 0.000000000000000E+00 
45 1.454793587399094E-50057 1.308611260214158E-100112 0.000000000000000E+00 
46 8.919582369073602E-50045 4.919227837126308E-100087 0.000000000000000E+00 
47 5.343375660038741E-50032 1.765384513612715E-100061 0.000000000000000E+00 
48 3.129040588431401E-50019 6.053830960946694E-100036 0.000000000000000E+00 
49 1.791922130351786E-50006 1.985391521747476E-100010 0.000000000000000E+00 
50 1.003968403174266E-49993 6.232294779496897E-99985 0.000000000000000E+00 
51 5.505379917623939E-49981 1.874055660310182E-99959 0.000000000000000E+00 
52 2.955884736887259E-49968 5.402352109245337E-99934 0.000000000000000E+00 
53 1.554464821101229E-49955 1.494065690864995E-99908 0.000000000000000E+00 
54 8.009801413691261E-49943 3.966901294970548E-99883 0.000000000000000E+00 
55 4.045373427517398E-49930 1.011870958973157E-99857 0.000000000000000E+00 
56 2.003247944113166E-49917 2.481288760116185E-99832 0.000000000000000E+00 
57 9.729446450812840E-49905 5.853075970344579E-99807 0.000000000000000E+00 
58 4.636093617156083E-49892 1.328961167982362E-99781 0.000000000000000E+00 
59 2.167981791092162E-49879 2.906157566975458E-99756 0.000000000000000E+00 
60 9.952285371798674E-49867 6.124258840967148E-99731 0.000000000000000E+00 
61 4.486152490210091E-49854 1.244388418022216E-99705 0.000000000000000E+00 
62 1.986212011374694E-49841 2.439265675885709E-99680 0.000000000000000E+00 
63 8.639530483315236E-49829 4.615175064343276E-99655 0.000000000000000E+00 
64 3.692977734342904E-49816 8.432595635082959E-99630 0.000000000000000E+00 
65 1.551639758829963E-49803 1.488640038100331E-99604 0.000000000000000E+00 
66 6.409662837661006E-49791 2.540260571526436E-99579 0.000000000000000E+00 
67 2.603807470677307E-49778 4.192042087726717E-99554 0.000000000000000E+00 
68 1.040419100857080E-49765 6.693057103283293E-99529 0.000000000000000E+00 
69 4.090035440711003E-49753 1.034336949783197E-99503 0.000000000000000E+00 
70 1.582180293712377E-49740 1.547817807472021E-99478 0.000000000000000E+00 
71 6.023976467166260E-49728 2.243749814762494E-99453 0.000000000000000E+00 
72 2.257848143210626E-49715 3.152080897441810E-99428 0.000000000000000E+00 
73 8.332469881793093E-49703 4.292945765992174E-99403 0.000000000000000E+00 
74 3.028317813240426E-49690 5.670362179458133E-99378 0.000000000000000E+00 
75 1.084068564481487E-49677 7.266435098927036E-99353 0.000000000000000E+00 
76 3.823107211532336E-49665 9.037344778103639E-99328 0.000000000000000E+00 
77 1.328481269500069E-49652 1.091236208689320E-99302 0.000000000000000E+00 
78 4.549320060795159E-49640 1.279678522332831E-99277 0.000000000000000E+00 
79 1.535538273338806E-49627 1.457904875355571E-99252 0.000000000000000E+00 
80 5.109367012692722E-49615 1.614143331885078E-99227 0.000000000000000E+00 
81 1.676228916372051E-49602 1.737298935349251E-99202 0.000000000000000E+00 
82 5.422819389127708E-49590 1.818269179165015E-99177 0.000000000000000E+00 
83 1.730241559125985E-49577 1.851063747271831E-99152 0.000000000000000E+00 
84 5.445537865213108E-49565 1.833536084014079E-99127 0.000000000000000E+00 
85 1.690785184465289E-49552 1.767603139129003E-99102 0.000000000000000E+00 
86 5.179757383695183E-49540 1.658924928024997E-99077 0.000000000000000E+00 
87 1.565892955810882E-49527 1.516114627047875E-99052 0.000000000000000E+00 
88 4.672005903756732E-49515 1.349629811423642E-99027 0.000000000000000E+00 
89 1.375906908278420E-49502 1.170539299610390E-99002 0.000000000000000E+00 
90 4.000124584482173E-49490 9.893613314839303E-98978 0.000000000000000E+00 
91 1.148180093399285E-49477 8.151319626319023E-98953 0.000000000000000E+00 
92 3.254247618431273E-49465 6.548006294529857E-98928 0.000000000000000E+00 
93 9.108485899313214E-49453 5.129798160917719E-98903 0.000000000000000E+00 
94 2.517947228874684E-49440 3.920136095466312E-98878 0.000000000000000E+00 
95 6.875442599293004E-49428 2.922868104743407E-98853 0.000000000000000E+00 
96 1.854624682413082E-49415 2.126767267068327E-98828 0.000000000000000E+00 
97 4.942645757416172E-49403 1.510521348659242E-98803 0.000000000000000E+00 
98 1.301537788058926E-49390 1.047421441973475E-98778 0.000000000000000E+00 
99 3.386825005866059E-49378 7.092403118645325E-98754 0.000000000000000E+00 
100 8.709863279110431E-49366 4.690623472645832E-98729 0.000000000000000E+00 
101 2.213887585748410E-49353 3.030533065259047E-98704 0.000000000000000E+00 
102 5.562469286920182E-49341 1.913124127758332E-98679 0.000000000000000E+00 
103 1.381620845747759E-49328 1.180281639394938E-98654 0.000000000000000E+00 
104 3.392812566456428E-49316 7.117502573902830E-98630 0.000000000000000E+00 
105 8.237973006806487E-49304 4.196127018575258E-98605 0.000000000000000E+00 
106 1.977922959672686E-49291 2.418948601142811E-98580 0.000000000000000E+00 
107 4.696400814615219E-49279 1.363760810538721E-98555 0.000000000000000E+00 
108 1.102872377181692E-49266 7.520702608034074E-98531 0.000000000000000E+00 
109 2.561689762393295E-49254 4.057522737040974E-98506 0.000000000000000E+00 
110 5.885795127993699E-49242 2.141993650707617E-98481 0.000000000000000E+00 
111 1.337816629416347E-49229 1.106626528115980E-98456 0.000000000000000E+00 
112 3.008401112670048E-49217 5.596021547903798E-98432 0.000000000000000E+00 
113 6.693554866402735E-49205 2.770266511472223E-98407 0.000000000000000E+00 
114 1.473647038298505E-49192 1.342749032269213E-98382 0.000000000000000E+00 
115 3.210544657463141E-49180 6.373314166989002E-98358 0.000000000000000E+00 
116 6.922213630919370E-49168 2.962769691483377E-98333 0.000000000000000E+00 
117 1.477148687398312E-49155 1.349137837756022E-98308 0.000000000000000E+00 
118 3.119950459224700E-49143 6.018708264064082E-98284 0.000000000000000E+00 
119 6.522983155473534E-49131 2.630876192394369E-98259 0.000000000000000E+00 
120 1.350050988780635E-49118 1.126959319514500E-98234 0.000000000000000E+00 
121 2.766235899033825E-49106 4.731363585754877E-98210 0.000000000000000E+00 
122 5.611676907657077E-49094 1.947122225071882E-98185 0.000000000000000E+00 
123 1.127169683259368E-49081 7.855729042782885E-98161 0.000000000000000E+00 
124 2.241854664322224E-49069 3.107583494026676E-98136 0.000000000000000E+00 
125 4.415450113995263E-49057 1.205474038598139E-98111 0.000000000000000E+00 
126 8.612302802301021E-49045 4.586131239866063E-98087 0.000000000000000E+00 
127 1.663670625297519E-49032 1.711364795651743E-98062 0.000000000000000E+00 
128 3.183066375063599E-49020 6.264685689903024E-98038 0.000000000000000E+00 
129 6.032265532441979E-49008 2.249928917460224E-98013 0.000000000000000E+00 
130 1.132393391283346E-48995 7.928710286489819E-97989 0.000000000000000E+00 
131 2.105821877940716E-48983 2.741897171760449E-97964 0.000000000000000E+00 
132 3.879522656211469E-48971 9.306030718683178E-97940 0.000000000000000E+00 
133 7.080955121007182E-48959 3.100213338986633E-97915 0.000000000000000E+00 
134 1.280520237654870E-48946 1.013866538622348E-97890 0.000000000000000E+00 
135 2.294488612391927E-48934 3.255215239934212E-97866 0.000000000000000E+00 
136 4.073930962507761E-48922 1.026207600876865E-97841 0.000000000000000E+00 
137 7.167914493337674E-48910 3.176826733601134E-97817 0.000000000000000E+00 
138 1.249816090557301E-48897 9.658287302261705E-97793 0.000000000000000E+00 
139 2.159712642152854E-48885 2.884030426146707E-97768 0.000000000000000E+00 
140 3.698830959176031E-48873 8.459347485152305E-97744 0.000000000000000E+00 
141 6.278753362233238E-48861 2.437556799299936E-97719 0.000000000000000E+00 
142 1.056438568443656E-48848 6.900751570389276E-97695 0.000000000000000E+00 
143 1.761968373641257E-48836 1.919570709412874E-97670 0.000000000000000E+00 
144 2.913103115816429E-48824 5.247103276272404E-97646 0.000000000000000E+00 
145 4.774611641835314E-48812 1.409561412288425E-97621 0.000000000000000E+00 
146 7.758271319359141E-48800 3.721669676114808E-97597 0.000000000000000E+00 
147 1.249846212252276E-48787 9.658752854741096E-97573 0.000000000000000E+00 
148 1.996331268085050E-48775 2.464183895802534E-97548 0.000000000000000E+00 
149 3.161640577315243E-48763 6.180632061500756E-97524 0.000000000000000E+00 
150 4.964956153753780E-48751 1.524188680229635E-97499 0.000000000000000E+00 
151 7.731438175479151E-48739 3.695970291209054E-97475 0.000000000000000E+00 
152 1.193893994780359E-48726 8.813317833268443E-97451 0.000000000000000E+00 
153 1.828311833241747E-48714 2.066847515242192E-97426 0.000000000000000E+00 
154 2.776719187478414E-48702 4.767292723259495E-97402 0.000000000000000E+00 
155 4.182430836794258E-48690 1.081596897173383E-97377 0.000000000000000E+00 
156 6.248249759541230E-48678 2.413929927863197E-97353 0.000000000000000E+00 
157 9.258449480530451E-48666 5.300104337073699E-97329 0.000000000000000E+00 
158 1.360772868475747E-48653 1.144930645658959E-97304 0.000000000000000E+00 
159 1.983889751155691E-48641 2.433565077856525E-97280 0.000000000000000E+00 
160 2.869133334238999E-48629 5.089901281657710E-97256 0.000000000000000E+00 
161 4.116250656864473E-48617 1.047638675660178E-97231 0.000000000000000E+00 
162 5.858509634904697E-48605 2.122179885333317E-97207 0.000000000000000E+00 
163 8.272235710226828E-48593 4.231103980749612E-97183 0.000000000000000E+00 
164 1.158844144305854E-48580 8.303438206667925E-97159 0.000000000000000E+00 
165 1.610680126173835E-48568 1.604081746921291E-97134 0.000000000000000E+00 
166 2.221218470322841E-48556 3.050636408505491E-97110 0.000000000000000E+00 
167 3.039389328813599E-48544 5.711899605737142E-97086 0.000000000000000E+00 
168 4.126764272457398E-48532 1.052997210728101E-97061 0.000000000000000E+00 
169 5.560018819814241E-48520 1.911438899534551E-97037 0.000000000000000E+00 
170 7.433630231019749E-48508 3.416723269730484E-97013 0.000000000000000E+00 
171 9.862758131031712E-48496 6.014571091290187E-96989 0.000000000000000E+00 
172 1.298622773914169E-48483 1.042734940799727E-96964 0.000000000000000E+00 
173 1.696950388673767E-48471 1.780517260613063E-96940 0.000000000000000E+00 
174 2.200750968544515E-48459 2.994675021444210E-96916 0.000000000000000E+00 
175 2.832710829596894E-48447 4.961492996058414E-96892 0.000000000000000E+00 
176 3.618903195100657E-48435 8.097702715136297E-96868 0.000000000000000E+00 
177 4.588901195917914E-48423 1.302042951148896E-96843 0.000000000000000E+00 
178 5.775784008194578E-48411 2.062670154797487E-96819 0.000000000000000E+00 
179 7.216007896801647E-48399 3.219599834890826E-96795 0.000000000000000E+00 
180 8.949114088198331E-48387 4.951855765286604E-96771 0.000000000000000E+00 
181 1.101724732200260E-48374 7.505058720237846E-96747 0.000000000000000E+00 
182 1.346446291855716E-48362 1.120949289518811E-96722 0.000000000000000E+00 
183 1.633580645291621E-48350 1.650019418579362E-96698 0.000000000000000E+00 
184 1.967615872035659E-48338 2.393803685233642E-96674 0.000000000000000E+00 
185 2.352884953101623E-48326 3.423018778184755E-96650 0.000000000000000E+00 
186 2.793405671125627E-48314 4.824762254446533E-96626 0.000000000000000E+00 
187 3.292702104477278E-48302 6.703672347575395E-96602 0.000000000000000E+00 
188 3.853612308347272E-48290 9.182140582466002E-96578 0.000000000000000E+00 
189 4.478088293874384E-48278 1.239918675535314E-96553 0.000000000000000E+00 
190 5.166995832310648E-48266 1.650760693700606E-96529 0.000000000000000E+00 
191 5.919922815471616E-48254 2.166905568437675E-96505 0.000000000000000E+00 
192 6.735005784954762E-48242 2.804683393314111E-96481 0.000000000000000E+00 
193 7.608784696321856E-48230 3.579632868606364E-96457 0.000000000000000E+00 
194 8.536095922153977E-48218 4.505328580945375E-96433 0.000000000000000E+00 
195 9.510012856261142E-48206 5.592037884025626E-96409 0.000000000000000E+00 
196 1.052184223028559E-48193 6.845283949181172E-96385 0.000000000000000E+00 
197 1.156118240294733E-48181 8.264420441174404E-96361 0.000000000000000E+00 
198 1.261604748391302E-48169 9.841346583527177E-96337 0.000000000000000E+00 
199 1.367305830500907E-48157 1.155950476428827E-96312 0.000000000000000E+00 
200 1.471769808796111E-48145 1.339330245344375E-96288 0.000000000000000E+00 
201 1.573462735033142E-48133 1.530808342804048E-96264 0.000000000000000E+00 
202 1.670804933357491E-48121 1.726073936058223E-96240 0.000000000000000E+00 
203 1.762211423342241E-48109 1.920100325349742E-96216 0.000000000000000E+00 
204 1.846134796335083E-48097 2.107340496118065E-96192 0.000000000000000E+00 
205 1.921108926770112E-48085 2.281980226498265E-96168 0.000000000000000E+00 
206 1.985791786937116E-48073 2.438233630357110E-96144 0.000000000000000E+00 
207 2.039005608917634E-48061 2.570660579103710E-96120 0.000000000000000E+00 
208 2.079772705587645E-48049 2.674481791832870E-96096 0.000000000000000E+00 
209 2.107345422305257E-48037 2.745866085926941E-96072 0.000000000000000E+00 
210 2.121228934616804E-48025 2.782165634020381E-96048 0.000000000000000E+00 
211 2.121195921844080E-48013 2.782079036778991E-96024 0.000000000000000E+00 
212 2.107292513810426E-48001 2.745728208371292E-96000 0.000000000000000E+00 
213 2.079835306772056E-47989 2.674642798126645E-95976 0.000000000000000E+00 
214 2.039399651423389E-47977 2.571654247202527E-95952 0.000000000000000E+00 
215 1.986799806931847E-47965 2.440709632195683E-95928 0.000000000000000E+00 
216 1.923061908008576E-47953 2.286622264030206E-95904 0.000000000000000E+00 
217 1.849390987646578E-47941 2.114780857787161E-95880 0.000000000000000E+00 
218 1.767133521173702E-47929 1.930841511545042E-95856 0.000000000000000E+00 
219 1.677737097616446E-47917 1.740426599339960E-95832 0.000000000000000E+00 
220 1.582708877612827E-47905 1.548852187995536E-95808 0.000000000000000E+00 
221 1.483574464480338E-47893 1.360901196773087E-95784 0.000000000000000E+00 
222 1.381838703063394E-47881 1.180653888066661E-95760 0.000000000000000E+00 
223 1.278949740721994E-47869 1.011381145860465E-95736 0.000000000000000E+00 
224 1.176267450850241E-47857 8.555000829928070E-95713 0.000000000000000E+00 
225 1.075037048473285E-47845 7.145864216526701E-95689 0.000000000000000E+00 
226 9.763684375750624E-47834 5.894342403250711E-95665 0.000000000000000E+00 
227 8.812215383617475E-47822 4.801512940501959E-95641 0.000000000000000E+00 
228 7.903975657241007E-47810 3.862772091020246E-95617 0.000000000000000E+00 
229 7.045359814008166E-47798 3.069122708866331E-95593 0.000000000000000E+00 
230 6.241166323862029E-47786 2.408459843985290E-95569 0.000000000000000E+00 
231 5.494664241531820E-47774 1.866767433105397E-95545 0.000000000000000E+00 
232 4.807697629269294E-47762 1.429164396088103E-95521 0.000000000000000E+00 
233 4.180819368275685E-47750 1.080763590591128E-95497 0.000000000000000E+00 
234 3.613445885014449E-47738 8.073298440263926E-95474 0.000000000000000E+00 
235 3.104024567439185E-47726 5.957419692615410E-95450 0.000000000000000E+00 
236 2.650206246602126E-47714 4.342774143540319E-95426 0.000000000000000E+00 
237 2.249015990924640E-47702 3.127468783820163E-95402 0.000000000000000E+00 
238 1.897016519056799E-47690 2.225103015276155E-95378 0.000000000000000E+00 
239 1.590459699856623E-47678 1.564059372628080E-95354 0.000000000000000E+00 
240 1.325422798379102E-47666 1.086217436288200E-95330 0.000000000000000E+00 
241 1.097927279107710E-47654 7.453410626730190E-95307 0.000000000000000E+00 
242 9.040390390868238E-47643 5.053383603140394E-95283 0.000000000000000E+00 
243 7.399498752589313E-47631 3.385419562688826E-95259 0.000000000000000E+00 
244 6.020407673614141E-47619 2.241092066023475E-95235 0.000000000000000E+00 
245 4.869281684906848E-47607 1.466012572145185E-95211 0.000000000000000E+00 
246 3.914949396512581E-47595 9.476766990809193E-95188 0.000000000000000E+00 
247 3.129078513720328E-47583 6.053977711794568E-95164 0.000000000000000E+00 
248 2.486237208947440E-47571 3.822020573234995E-95140 0.000000000000000E+00 
249 1.963862782786809E-47559 2.384680369370967E-95116 0.000000000000000E+00 
250 1.542157822445597E-47547 1.470501727700309E-95092 0.000000000000000E+00 
251 1.203932604795245E-47535 8.962150839255854E-95069 0.000000000000000E+00 
252 9.344105223578527E-47524 5.398627188825716E-95045 0.000000000000000E+00 
253 7.210110402579282E-47512 3.214339360506361E-95021 0.000000000000000E+00 
254 5.531222978956086E-47500 1.891691139784354E-94997 0.000000000000000E+00 
255 4.218730951558607E-47488 1.100453143516382E-94973 0.000000000000000E+00 
256 3.199117595489245E-47476 6.328026742255635E-94950 0.000000000000000E+00 
257 2.411973552767533E-47464 3.597103878980968E-94926 0.000000000000000E+00 
258 1.808069158218251E-47452 2.021333497053218E-94902 0.000000000000000E+00 
259 1.347608810300489E-47440 1.122885774902215E-94878 0.000000000000000E+00 
260 9.986770022196524E-47429 6.166773461221806E-94855 0.000000000000000E+00 
261 7.358761160822475E-47417 3.348245638987141E-94831 0.000000000000000E+00 
262 5.391490143974975E-47405 1.797320501036176E-94807 0.000000000000000E+00 
263 3.927745350559816E-47393 9.538817575821163E-94784 0.000000000000000E+00 
264 2.845208727465379E-47381 5.005369710905448E-94760 0.000000000000000E+00 
265 2.049401723951746E-47369 2.596941049339045E-94736 0.000000000000000E+00 
266 1.467871458139427E-47357 1.332244539263485E-94712 0.000000000000000E+00 
267 1.045448586981583E-47345 6.757923275040704E-94689 0.000000000000000E+00 
268 7.404176704194521E-47334 3.389701429722409E-94665 0.000000000000000E+00 
269 5.214539733374115E-47322 1.681279272578314E-94641 0.000000000000000E+00 
270 3.651959260294616E-47310 8.246311670819282E-94618 0.000000000000000E+00 
271 2.543385467233579E-47298 3.999744664020614E-94594 0.000000000000000E+00 
272 1.761490489074380E-47286 1.918529591047404E-94570 0.000000000000000E+00 
273 1.213209409343977E-47274 9.100797198786001E-94547 0.000000000000000E+00 
274 8.309675008407864E-47263 4.269489742936577E-94523 0.000000000000000E+00 
275 5.660183597542327E-47251 1.980929108928033E-94499 0.000000000000000E+00 
276 3.834251322785715E-47239 9.090108122823783E-94476 0.000000000000000E+00 
277 2.583089995813073E-47227 4.125598606229815E-94452 0.000000000000000E+00 
278 1.730663710842047E-47215 1.851967118320351E-94428 0.000000000000000E+00 
279 1.153201689852935E-47203 8.222775572923133E-94405 0.000000000000000E+00 
280 7.642271984338568E-47192 3.611211100483235E-94381 0.000000000000000E+00 
281 5.036971705904532E-47180 1.568725367426566E-94357 0.000000000000000E+00 
282 3.301805293837656E-47168 6.740790284847431E-94334 0.000000000000000E+00 
283 2.152649987451447E-47156 2.865198656010176E-94310 0.000000000000000E+00 
284 1.395855440783953E-47144 1.204727389779132E-94286 0.000000000000000E+00 
285 9.002384077692214E-47133 5.010983495409163E-94263 0.000000000000000E+00 
286 5.774703300859491E-47121 2.061898334308541E-94239 0.000000000000000E+00 
287 3.684357738698283E-47109 8.393275547545721E-94216 0.000000000000000E+00 
288 2.338076872353550E-47097 3.380068244009997E-94192 0.000000000000000E+00 
289 1.475793248114392E-47085 1.346663021998134E-94168 0.000000000000000E+00 
290 9.265456410001216E-47074 5.308129765184549E-94145 0.000000000000000E+00 
291 5.786120456566990E-47062 2.070059545216565E-94121 0.000000000000000E+00 
292 3.594117194307717E-47050 7.987159646587070E-94098 0.000000000000000E+00 
293 2.220679215096768E-47038 3.049155354788908E-94074 0.000000000000000E+00 
294 1.364812327769546E-47026 1.151738196517941E-94050 0.000000000000000E+00 
295 8.343690998712263E-47015 4.304515944533006E-94027 0.000000000000000E+00 
296 5.073951025038802E-47003 1.591843758122526E-94003 0.000000000000000E+00 
297 3.069316663929373E-46991 5.824937788479929E-93980 0.000000000000000E+00 
298 1.846924069900560E-46979 2.109142773716496E-93956 0.000000000000000E+00 
299 1.105535825005339E-46967 7.557071614893032E-93933 0.000000000000000E+00 
300 6.582903974804952E-46956 2.679433216601436E-93909 0.000000000000000E+00 
301 3.899308466618771E-46944 9.401195462585951E-93886 0.000000000000000E+00 
302 2.297668971505806E-46932 3.264245512130478E-93862 0.000000000000000E+00 
303 1.346857067345324E-46920 1.121633355024631E-93838 0.000000000000000E+00 
304 7.854057944215851E-46909 3.814135335177501E-93815 0.000000000000000E+00 
305 4.556271144287005E-46897 1.283592051281096E-93791 0.000000000000000E+00 
306 2.629494012582366E-46885 4.275158979102962E-93768 0.000000000000000E+00 
307 1.509684661491697E-46873 1.409225139492762E-93744 0.000000000000000E+00 
308 8.622951953590209E-46862 4.597479795759084E-93721 0.000000000000000E+00 
309 4.899881347243004E-46850 1.484495973257069E-93697 0.000000000000000E+00 
310 2.769996442498056E-46838 4.744236379698648E-93674 0.000000000000000E+00 
311 1.557905308913635E-46826 1.500686623348897E-93650 0.000000000000000E+00 
312 8.717164072282843E-46815 4.698490329629510E-93627 0.000000000000000E+00 
313 4.852726223575076E-46803 1.456060691607725E-93603 0.000000000000000E+00 
314 2.687675482328288E-46791 4.466440532172538E-93580 0.000000000000000E+00 
315 1.480990837169256E-46779 1.356165337543769E-93556 0.000000000000000E+00 
316 8.119259503698816E-46768 4.076061626168248E-93533 0.000000000000000E+00 
317 4.428666329363641E-46756 1.212701228326711E-93509 0.000000000000000E+00 
318 2.403399334987954E-46744 3.571574965577805E-93486 0.000000000000000E+00 
319 1.297714853530900E-46732 1.041277413054744E-93462 0.000000000000000E+00 
320 6.971670843190995E-46721 3.005257194982931E-93439 0.000000000000000E+00 
321 3.726512685684230E-46709 8.586439313641384E-93416 0.000000000000000E+00 
322 1.981893480369192E-46697 2.428670037007951E-93392 0.000000000000000E+00 
323 1.048754429392231E-46685 6.800729686787249E-93369 0.000000000000000E+00 
324 5.521879104428015E-46674 1.885305284448185E-93345 0.000000000000000E+00 
325 2.892832807192378E-46662 5.174335266607741E-93322 0.000000000000000E+00 
326 1.507949752625266E-46650 1.405988076227836E-93298 0.000000000000000E+00 
327 7.821340978525047E-46639 3.782425096025234E-93275 0.000000000000000E+00 
328 4.036547565177642E-46627 1.007460542041841E-93251 0.000000000000000E+00 
329 2.072894035090934E-46615 2.656819808007865E-93228 0.000000000000000E+00 
330 1.059219445641946E-46603 6.937129265222049E-93205 0.000000000000000E+00 
331 5.385676005910176E-46592 1.793446160275208E-93181 0.000000000000000E+00 
332 2.724855845653023E-46580 4.590869629141837E-93158 0.000000000000000E+00 
333 1.371827299117899E-46568 1.163608215397384E-93134 0.000000000000000E+00 
334 6.872448587339817E-46557 2.920323047746944E-93111 0.000000000000000E+00 
335 3.425967445372174E-46545 7.257288041140172E-93088 0.000000000000000E+00 
336 1.699488144254004E-46533 1.785846699022876E-93064 0.000000000000000E+00 
337 8.389183624143283E-46522 4.351583262861525E-93041 0.000000000000000E+00 
338 4.120893314662863E-46510 1.050003240499703E-93017 0.000000000000000E+00 
339 2.014357664094976E-46498 2.508886804657035E-92994 0.000000000000000E+00 
340 9.798480972221055E-46487 5.936430723081981E-92971 0.000000000000000E+00 
341 4.743088907484647E-46475 1.391010562209412E-92947 0.000000000000000E+00 
342 2.284796306255203E-46463 3.227772170419927E-92924 0.000000000000000E+00 
343 1.095268927163184E-46451 7.417361241707961E-92901 0.000000000000000E+00 
344 5.224977519242965E-46440 1.688016740279873E-92877 0.000000000000000E+00 
345 2.480514492474970E-46428 3.804446089515845E-92854 0.000000000000000E+00 
346 1.171914900525301E-46416 8.491805713591767E-92831 0.000000000000000E+00 
347 5.509987445602987E-46405 1.877193818727805E-92807 0.000000000000000E+00 
348 2.578152532187399E-46393 4.109841876956208E-92784 0.000000000000000E+00 
349 1.200530759894879E-46381 8.911575294389957E-92761 0.000000000000000E+00 
350 5.563497023592849E-46370 1.913831140907741E-92737 0.000000000000000E+00 
351 2.565874975010048E-46358 4.070791687570644E-92714 0.000000000000000E+00 
352 1.177712660958732E-46346 8.576035789259177E-92691 0.000000000000000E+00 
353 5.379755739164357E-46335 1.789505394492877E-92667 0.000000000000000E+00 
354 2.445728537706248E-46323 3.698489576311786E-92644 0.000000000000000E+00 
355 1.106571611276247E-46311 7.571238822652251E-92621 0.000000000000000E+00 
356 4.982868861471517E-46300 1.535206540840321E-92597 0.000000000000000E+00 
357 2.233115119812121E-46288 3.083401795494512E-92574 0.000000000000000E+00 
358 9.960417205041751E-46277 6.134270972996287E-92551 0.000000000000000E+00 
359 4.421623238257284E-46265 1.208847077701154E-92527 0.000000000000000E+00 
360 1.953559887735286E-46253 2.359724792976737E-92504 0.000000000000000E+00 
361 8.590441836343583E-46242 4.562878454257592E-92481 0.000000000000000E+00 
362 3.759681181262485E-46230 8.739969840483592E-92458 0.000000000000000E+00 
363 1.637707090599031E-46218 1.658365886635785E-92434 0.000000000000000E+00 
