# logL =3000,NumOfEigs=16812,alpha=1.5, threshold = 10e-12 
# ================================================================
# n  P(n) P(n)^alpha  P(n)_alpha 
51 5.505379917623939E-49981 3.308057277201987E-74970 0.000000000000000E+00 
52 2.955884736887259E-49968 4.115506780044168E-74951 0.000000000000000E+00 
53 1.554464821101229E-49955 4.963218855860808E-74932 0.000000000000000E+00 
54 8.009801413691261E-49943 5.805300462082783E-74913 0.000000000000000E+00 
55 4.045373427517398E-49930 6.589159269077382E-74894 0.000000000000000E+00 
56 2.003247944113166E-49917 7.260961560232275E-74875 0.000000000000000E+00 
57 9.729446450812840E-49905 7.771847625039656E-74856 0.000000000000000E+00 
58 4.636093617156083E-49892 8.083889617217283E-74837 0.000000000000000E+00 
59 2.167981791092162E-49879 8.174769659503636E-74818 0.000000000000000E+00 
60 9.952285371798674E-49867 8.040375096472811E-74799 0.000000000000000E+00 
61 4.486152490210091E-49854 7.694902593257908E-74780 0.000000000000000E+00 
62 1.986212011374694E-49841 7.168536236146425E-74761 0.000000000000000E+00 
63 8.639530483315236E-49829 6.503202702283172E-74742 0.000000000000000E+00 
64 3.692977734342904E-49816 5.747210615938354E-74723 0.000000000000000E+00 
65 1.551639758829963E-49803 4.949694879983510E-74704 0.000000000000000E+00 
66 6.409662837661006E-49791 4.155706398235871E-74685 0.000000000000000E+00 
67 2.603807470677307E-49778 3.402556787079137E-74666 0.000000000000000E+00 
68 1.040419100857080E-49765 2.717719021997787E-74647 0.000000000000000E+00 
69 4.090035440711003E-49753 2.118276683828553E-74628 0.000000000000000E+00 
70 1.582180293712377E-49740 1.611669679438017E-74609 0.000000000000000E+00 
71 6.023976467166260E-49728 1.197338587222489E-74590 0.000000000000000E+00 
72 2.257848143210626E-49715 8.688287283104337E-74572 0.000000000000000E+00 
73 8.332469881793093E-49703 6.159602801904136E-74553 0.000000000000000E+00 
74 3.028317813240426E-49690 4.267703664485399E-74534 0.000000000000000E+00 
75 1.084068564481487E-49677 2.890528166080162E-74515 0.000000000000000E+00 
76 3.823107211532336E-49665 1.914329953172239E-74496 0.000000000000000E+00 
77 1.328481269500069E-49652 1.240010128197250E-74477 0.000000000000000E+00 
78 4.549320060795159E-49640 7.857996248266881E-74459 0.000000000000000E+00 
79 1.535538273338806E-49627 4.872850054145598E-74440 0.000000000000000E+00 
80 5.109367012692722E-49615 2.957622412932746E-74421 0.000000000000000E+00 
81 1.676228916372051E-49602 1.757486798765594E-74402 0.000000000000000E+00 
82 5.422819389127708E-49590 1.022656514706006E-74383 0.000000000000000E+00 
83 1.730241559125985E-49577 5.828438092184426E-74365 0.000000000000000E+00 
84 5.445537865213108E-49565 3.254267525536636E-74346 0.000000000000000E+00 
85 1.690785184465289E-49552 1.780429286877805E-74327 0.000000000000000E+00 
86 5.179757383695183E-49540 9.546764429171650E-74309 0.000000000000000E+00 
87 1.565892955810882E-49527 5.018052315109366E-74290 0.000000000000000E+00 
88 4.672005903756732E-49515 2.586110951331684E-74271 0.000000000000000E+00 
89 1.375906908278420E-49502 1.307000205425514E-74252 0.000000000000000E+00 
90 4.000124584482173E-49490 6.478916093917027E-74234 0.000000000000000E+00 
91 1.148180093399285E-49477 3.150700330739081E-74215 0.000000000000000E+00 
92 3.254247618431273E-49465 1.503377245191914E-74196 0.000000000000000E+00 
93 9.108485899313214E-49453 7.039816914699271E-74178 0.000000000000000E+00 
94 2.517947228874684E-49440 3.235653554124883E-74159 0.000000000000000E+00 
95 6.875442599293004E-49428 1.459967102785726E-74140 0.000000000000000E+00 
96 1.854624682413082E-49415 6.468091158288756E-74122 0.000000000000000E+00 
97 4.942645757416172E-49403 2.814046743667223E-74103 0.000000000000000E+00 
98 1.301537788058926E-49390 1.202478310325936E-74084 0.000000000000000E+00 
99 3.386825005866059E-49378 5.047556808482280E-74066 0.000000000000000E+00 
100 8.709863279110431E-49366 2.081656590357958E-74047 0.000000000000000E+00 
101 2.213887585748410E-49353 8.435783524407093E-74029 0.000000000000000E+00 
102 5.562469286920182E-49341 3.359645993417626E-74010 0.000000000000000E+00 
103 1.381620845747759E-49328 1.315150319585801E-73991 0.000000000000000E+00 
104 3.392812566456428E-49316 5.060948069841233E-73973 0.000000000000000E+00 
105 8.237973006806487E-49304 1.914796504081584E-73954 0.000000000000000E+00 
106 1.977922959672686E-49291 7.123708446420720E-73936 0.000000000000000E+00 
107 4.696400814615219E-49279 2.606392462989648E-73917 0.000000000000000E+00 
108 1.102872377181692E-49266 9.379506056086941E-73899 0.000000000000000E+00 
109 2.561689762393295E-49254 3.320334806094925E-73880 0.000000000000000E+00 
110 5.885795127993699E-49242 1.156377920424359E-73861 0.000000000000000E+00 
111 1.337816629416347E-49229 3.962661396483443E-73843 0.000000000000000E+00 
112 3.008401112670048E-49217 1.336274527982859E-73824 0.000000000000000E+00 
113 6.693554866402735E-49205 4.434833510080331E-73806 0.000000000000000E+00 
114 1.473647038298505E-49192 1.448712783726546E-73787 0.000000000000000E+00 
115 3.210544657463141E-49180 4.658650732075844E-73769 0.000000000000000E+00 
116 6.922213630919370E-49168 1.474889814244810E-73750 0.000000000000000E+00 
117 1.477148687398312E-49155 4.597570509094232E-73732 0.000000000000000E+00 
118 3.119950459224700E-49143 1.411281427005563E-73713 0.000000000000000E+00 
119 6.522983155473534E-49131 4.266398957740707E-73695 0.000000000000000E+00 
120 1.350050988780635E-49118 1.270332285773021E-73676 0.000000000000000E+00 
121 2.766235899033825E-49106 3.725854565525847E-73658 0.000000000000000E+00 
122 5.611676907657077E-49094 1.076542220405207E-73639 0.000000000000000E+00 
123 1.127169683259368E-49081 3.064615741516914E-73621 0.000000000000000E+00 
124 2.241854664322224E-49069 8.596135664364803E-73603 0.000000000000000E+00 
125 4.415450113995263E-49057 2.376044404733860E-73584 0.000000000000000E+00 
126 8.612302802301021E-49045 6.472484444861526E-73566 0.000000000000000E+00 
127 1.663670625297519E-49032 1.737773226402801E-73547 0.000000000000000E+00 
128 3.183066375063599E-49020 4.598970473742454E-73529 0.000000000000000E+00 
129 6.032265532441979E-49008 1.199810765976618E-73510 0.000000000000000E+00 
130 1.132393391283346E-48995 3.085944195306771E-73492 0.000000000000000E+00 
131 2.105821877940716E-48983 7.825724037646504E-73474 0.000000000000000E+00 
132 3.879522656211469E-48971 1.956858926613539E-73455 0.000000000000000E+00 
133 7.080955121007182E-48959 4.825361355612761E-73437 0.000000000000000E+00 
134 1.280520237654870E-48946 1.173469345076303E-73418 0.000000000000000E+00 
135 2.294488612391927E-48934 2.814627580288131E-73400 0.000000000000000E+00 
136 4.073930962507761E-48922 6.659054612908514E-73382 0.000000000000000E+00 
137 7.167914493337674E-48910 1.554108382585010E-73363 0.000000000000000E+00 
138 1.249816090557301E-48897 3.578172276248746E-73345 0.000000000000000E+00 
139 2.159712642152854E-48885 8.128043790954265E-73327 0.000000000000000E+00 
140 3.698830959176031E-48873 1.821750112650034E-73308 0.000000000000000E+00 
141 6.278753362233238E-48861 4.029045896375305E-73290 0.000000000000000E+00 
142 1.056438568443656E-48848 8.793432841845805E-73272 0.000000000000000E+00 
143 1.761968373641257E-48836 1.894040417179603E-73253 0.000000000000000E+00 
144 2.913103115816429E-48824 4.026482961088767E-73235 0.000000000000000E+00 
145 4.774611641835314E-48812 8.448880314176388E-73217 0.000000000000000E+00 
146 7.758271319359141E-48800 1.750005946047168E-73198 0.000000000000000E+00 
147 1.249846212252276E-48787 3.578301632796588E-73180 0.000000000000000E+00 
148 1.996331268085050E-48775 7.223388819862968E-73162 0.000000000000000E+00 
149 3.161640577315243E-48763 1.439662936991830E-73143 0.000000000000000E+00 
150 4.964956153753780E-48751 2.833121535543203E-73125 0.000000000000000E+00 
151 7.731438175479151E-48739 5.505319270601116E-73107 0.000000000000000E+00 
152 1.193893994780359E-48726 1.056430012221107E-73088 0.000000000000000E+00 
153 1.828311833241747E-48714 2.002015724338281E-73070 0.000000000000000E+00 
154 2.776719187478414E-48702 3.747054596271802E-73052 0.000000000000000E+00 
155 4.182430836794258E-48690 6.926841192437978E-73034 0.000000000000000E+00 
156 6.248249759541230E-48678 1.264822698254865E-73015 0.000000000000000E+00 
157 9.258449480530451E-48666 2.281389670010898E-72997 0.000000000000000E+00 
158 1.360772868475747E-48653 4.065093521474374E-72979 0.000000000000000E+00 
159 1.983889751155691E-48641 7.155967834928314E-72961 0.000000000000000E+00 
160 2.869133334238999E-48629 1.244566697670048E-72942 0.000000000000000E+00 
161 4.116250656864473E-48617 2.138675028484294E-72924 0.000000000000000E+00 
162 5.858509634904697E-48605 3.631389234811838E-72906 0.000000000000000E+00 
163 8.272235710226828E-48593 6.092933388547665E-72888 0.000000000000000E+00 
164 1.158844144305854E-48580 1.010251781430253E-72869 0.000000000000000E+00 
165 1.610680126173835E-48568 1.655411733402489E-72851 0.000000000000000E+00 
166 2.221218470322841E-48556 2.680889990801771E-72833 0.000000000000000E+00 
167 3.039389328813599E-48544 4.291129099306097E-72815 0.000000000000000E+00 
168 4.126764272457398E-48532 6.789011932398655E-72797 0.000000000000000E+00 
169 5.560018819814241E-48520 1.061711377688808E-72778 0.000000000000000E+00 
170 7.433630231019749E-48508 1.641320940860882E-72760 0.000000000000000E+00 
171 9.862758131031712E-48496 2.508358768059086E-72742 0.000000000000000E+00 
172 1.298622773914169E-48483 3.789802703480625E-72724 0.000000000000000E+00 
173 1.696950388673767E-48471 5.661034446591811E-72706 0.000000000000000E+00 
174 2.200750968544515E-48459 8.360811489134836E-72688 0.000000000000000E+00 
175 2.832710829596894E-48447 1.220943152038383E-72669 0.000000000000000E+00 
176 3.618903195100657E-48435 1.763021173042276E-72651 0.000000000000000E+00 
177 4.588901195917914E-48423 2.517416877285017E-72633 0.000000000000000E+00 
178 5.775784008194578E-48411 3.554745351362690E-72615 0.000000000000000E+00 
179 7.216007896801647E-48399 4.964066362184529E-72597 0.000000000000000E+00 
180 8.949114088198331E-48387 6.855863246330494E-72579 0.000000000000000E+00 
181 1.101724732200260E-48374 9.364869445646348E-72561 0.000000000000000E+00 
182 1.346446291855716E-48362 1.265247916829382E-72542 0.000000000000000E+00 
183 1.633580645291621E-48350 1.690841691886221E-72524 0.000000000000000E+00 
184 1.967615872035659E-48338 2.235128801451945E-72506 0.000000000000000E+00 
185 2.352884953101623E-48326 2.922759747792523E-72488 0.000000000000000E+00 
186 2.793405671125627E-48314 3.780881751022420E-72470 0.000000000000000E+00 
187 3.292702104477278E-48302 4.838611361796203E-72452 0.000000000000000E+00 
188 3.853612308347272E-48290 6.126241453975253E-72434 0.000000000000000E+00 
189 4.478088293874384E-48278 7.674163671404731E-72416 0.000000000000000E+00 
190 5.166995832310648E-48266 9.511505117354708E-72398 0.000000000000000E+00 
191 5.919922815471616E-48254 1.166450048780845E-72379 0.000000000000000E+00 
192 6.735005784954762E-48242 1.415464685726156E-72361 0.000000000000000E+00 
193 7.608784696321856E-48230 1.699671615576893E-72343 0.000000000000000E+00 
194 8.536095922153977E-48218 2.019672764952389E-72325 0.000000000000000E+00 
195 9.510012856261142E-48206 2.375000662478086E-72307 0.000000000000000E+00 
196 1.052184223028559E-48193 2.763947294537727E-72289 0.000000000000000E+00 
197 1.156118240294733E-48181 3.183431129931336E-72271 0.000000000000000E+00 
198 1.261604748391302E-48169 3.628917135329114E-72253 0.000000000000000E+00 
199 1.367305830500907E-48157 4.094402914018982E-72235 0.000000000000000E+00 
200 1.471769808796111E-48145 4.572481043702879E-72217 0.000000000000000E+00 
201 1.573462735033142E-48133 5.054483366948329E-72199 0.000000000000000E+00 
202 1.670804933357491E-48121 5.530707648799715E-72181 0.000000000000000E+00 
203 1.762211423342241E-48109 5.990721044390447E-72163 0.000000000000000E+00 
204 1.846134796335083E-48097 6.423728706765221E-72145 0.000000000000000E+00 
205 1.921108926770112E-48085 6.818990165299778E-72127 0.000000000000000E+00 
206 1.985791786937116E-48073 7.166261377205201E-72109 0.000000000000000E+00 
207 2.039005608917634E-48061 7.456237100887089E-72091 0.000000000000000E+00 
208 2.079772705587645E-48049 7.680966846085508E-72073 0.000000000000000E+00 
209 2.107345422305257E-48037 7.834218341561113E-72055 0.000000000000000E+00 
210 2.121228934616804E-48025 7.911765248631823E-72037 0.000000000000000E+00 
211 2.121195921844080E-48013 7.911580552660888E-72019 0.000000000000000E+00 
212 2.107292513810426E-48001 7.833923306327755E-72001 0.000000000000000E+00 
213 2.079835306772056E-47989 7.681313644492114E-71983 0.000000000000000E+00 
214 2.039399651423389E-47977 7.458398607663272E-71965 0.000000000000000E+00 
215 1.986799806931847E-47965 7.171718634693218E-71947 0.000000000000000E+00 
216 1.923061908008576E-47953 6.829390989278230E-71929 0.000000000000000E+00 
217 1.849390987646578E-47941 6.440731346694358E-71911 0.000000000000000E+00 
218 1.767133521173702E-47929 6.015837919139461E-71893 0.000000000000000E+00 
219 1.677737097616446E-47917 5.565163658803769E-71875 0.000000000000000E+00 
220 1.582708877612827E-47905 5.099101261813610E-71857 0.000000000000000E+00 
221 1.483574464480338E-47893 4.627603100681412E-71839 0.000000000000000E+00 
222 1.381838703063394E-47881 4.159854185294066E-71821 0.000000000000000E+00 
223 1.278949740721994E-47869 3.704011243848355E-71803 0.000000000000000E+00 
224 1.176267450850241E-47857 3.267015526057798E-71785 0.000000000000000E+00 
225 1.075037048473285E-47845 2.854481456886682E-71767 0.000000000000000E+00 
226 9.763684375750624E-47834 2.470658251819964E-71749 0.000000000000000E+00 
227 8.812215383617475E-47822 2.118457394825272E-71731 0.000000000000000E+00 
228 7.903975657241007E-47810 1.799535713607878E-71713 0.000000000000000E+00 
229 7.045359814008166E-47798 1.514421776397154E-71695 0.000000000000000E+00 
230 6.241166323862029E-47786 1.262672475981409E-71677 0.000000000000000E+00 
231 5.494664241531820E-47774 1.043046855679073E-71659 0.000000000000000E+00 
232 4.807697629269294E-47762 8.536852891742336E-71642 0.000000000000000E+00 
233 4.180819368275685E-47750 6.922838265069026E-71624 0.000000000000000E+00 
234 3.613445885014449E-47738 5.562556198564253E-71606 0.000000000000000E+00 
235 3.104024567439185E-47726 4.428736116649300E-71588 0.000000000000000E+00 
236 2.650206246602126E-47714 3.493908996059310E-71570 0.000000000000000E+00 
237 2.249015990924640E-47702 2.731372258144112E-71552 0.000000000000000E+00 
238 1.897016519056799E-47690 2.115917585825560E-71534 0.000000000000000E+00 
239 1.590459699856623E-47678 1.624336797012251E-71516 0.000000000000000E+00 
240 1.325422798379102E-47666 1.235730408649519E-71498 0.000000000000000E+00 
241 1.097927279107710E-47654 9.316492583614300E-71481 0.000000000000000E+00 
242 9.040390390868238E-47643 6.961019599088457E-71463 0.000000000000000E+00 
243 7.399498752589313E-47631 5.154606665236153E-71445 0.000000000000000E+00 
244 6.020407673614141E-47619 3.782952864040912E-71427 0.000000000000000E+00 
245 4.869281684906848E-47607 2.751626145802061E-71409 0.000000000000000E+00 
246 3.914949396512581E-47595 1.983724277191414E-71391 0.000000000000000E+00 
247 3.129078513720328E-47583 1.417479444460531E-71373 0.000000000000000E+00 
248 2.486237208947440E-47571 1.003935754790327E-71355 0.000000000000000E+00 
249 1.963862782786809E-47559 7.047884671601084E-71338 0.000000000000000E+00 
250 1.542157822445597E-47547 4.904393528840477E-71320 0.000000000000000E+00 
251 1.203932604795245E-47535 3.382948163823213E-71302 0.000000000000000E+00 
252 9.344105223578527E-47524 2.313122641288322E-71284 0.000000000000000E+00 
253 7.210110402579282E-47512 1.567851591537417E-71266 0.000000000000000E+00 
254 5.531222978956086E-47500 1.053474017248486E-71248 0.000000000000000E+00 
255 4.218730951558607E-47488 7.017215643976759E-71231 0.000000000000000E+00 
256 3.199117595489245E-47476 4.633801072799362E-71213 0.000000000000000E+00 
257 2.411973552767533E-47464 3.033548139921365E-71195 0.000000000000000E+00 
258 1.808069158218251E-47452 1.968859095178884E-71177 0.000000000000000E+00 
259 1.347608810300489E-47440 1.266886888421881E-71159 0.000000000000000E+00 
260 9.986770022196524E-47429 8.082201103260107E-71142 0.000000000000000E+00 
261 7.358761160822475E-47417 5.112097641460476E-71124 0.000000000000000E+00 
262 5.391490143974975E-47405 3.205939352687114E-71106 0.000000000000000E+00 
263 3.927745350559816E-47393 1.993457879986174E-71088 0.000000000000000E+00 
264 2.845208727465379E-47381 1.229032245281498E-71070 0.000000000000000E+00 
265 2.049401723951746E-47369 7.513334506978746E-71053 0.000000000000000E+00 
266 1.467871458139427E-47357 4.554326038509896E-71035 0.000000000000000E+00 
267 1.045448586981583E-47345 2.737449391910128E-71017 0.000000000000000E+00 
268 7.404176704194521E-47334 1.631575748133436E-70999 0.000000000000000E+00 
269 5.214539733374115E-47322 9.643086235407167E-70982 0.000000000000000E+00 
270 3.651959260294616E-47310 5.651724261417577E-70964 0.000000000000000E+00 
271 2.543385467233579E-47298 3.284810779131329E-70946 0.000000000000000E+00 
272 1.761490489074380E-47286 1.893269911316213E-70928 0.000000000000000E+00 
273 1.213209409343977E-47274 1.082170607272217E-70910 0.000000000000000E+00 
274 8.309675008407864E-47263 6.134344151622483E-70893 0.000000000000000E+00 
275 5.660183597542327E-47251 3.448560557993522E-70875 0.000000000000000E+00 
276 3.834251322785715E-47239 1.922706272627961E-70857 0.000000000000000E+00 
277 2.583089995813073E-47227 1.063166748414619E-70839 0.000000000000000E+00 
278 1.730663710842047E-47215 5.830571293069074E-70822 0.000000000000000E+00 
279 1.153201689852935E-47203 3.171392422639161E-70804 0.000000000000000E+00 
280 7.642271984338568E-47192 1.710904678664911E-70786 0.000000000000000E+00 
281 5.036971705904532E-47180 9.154746985852347E-70769 0.000000000000000E+00 
282 3.301805293837656E-47168 4.858690869576342E-70751 0.000000000000000E+00 
283 2.152649987451447E-47156 2.557715353506050E-70733 0.000000000000000E+00 
284 1.395855440783953E-47144 1.335527221789557E-70715 0.000000000000000E+00 
285 9.002384077692214E-47133 6.917168986690674E-70698 0.000000000000000E+00 
286 5.774703300859491E-47121 3.553747705070297E-70680 0.000000000000000E+00 
287 3.684357738698283E-47109 1.811068042325514E-70662 0.000000000000000E+00 
288 2.338076872353550E-47097 9.155461865106688E-70645 0.000000000000000E+00 
289 1.475793248114392E-47085 4.591243829241346E-70627 0.000000000000000E+00 
290 9.265456410001216E-47074 2.283980043380716E-70609 0.000000000000000E+00 
291 5.786120456566990E-47062 1.127128120331333E-70591 0.000000000000000E+00 
292 3.594117194307717E-47050 5.517983916237509E-70574 0.000000000000000E+00 
293 2.220679215096768E-47038 2.679913772426568E-70556 0.000000000000000E+00 
294 1.364812327769546E-47026 1.291223685739048E-70538 0.000000000000000E+00 
295 8.343690998712263E-47015 6.172049451342214E-70521 0.000000000000000E+00 
296 5.073951025038802E-47003 2.926924267959956E-70503 0.000000000000000E+00 
297 3.069316663929373E-46991 1.377065585614351E-70485 0.000000000000000E+00 
298 1.846924069900560E-46979 6.427848628938185E-70468 0.000000000000000E+00 
299 1.105535825005339E-46967 2.976811328676791E-70450 0.000000000000000E+00 
300 6.582903974804952E-46956 1.367786645426283E-70432 0.000000000000000E+00 
301 3.899308466618771E-46944 6.235531365557362E-70415 0.000000000000000E+00 
302 2.297668971505806E-46932 2.820481582532583E-70397 0.000000000000000E+00 
303 1.346857067345324E-46920 1.265826966072366E-70379 0.000000000000000E+00 
304 7.854057944215851E-46909 5.636807848561503E-70362 0.000000000000000E+00 
305 4.556271144287005E-46897 2.490613975316433E-70344 0.000000000000000E+00 
306 2.629494012582366E-46885 1.091943980202985E-70326 0.000000000000000E+00 
307 1.509684661491697E-46873 4.750304430541188E-70309 0.000000000000000E+00 
308 8.622951953590209E-46862 2.050576747622637E-70291 0.000000000000000E+00 
309 4.899881347243004E-46850 8.783557007506480E-70274 0.000000000000000E+00 
310 2.769996442498056E-46838 3.733454784384155E-70256 0.000000000000000E+00 
311 1.557905308913635E-46826 1.574721166062597E-70238 0.000000000000000E+00 
312 8.717164072282843E-46815 6.591054601058659E-70221 0.000000000000000E+00 
313 4.852726223575076E-46803 2.737604869097484E-70203 0.000000000000000E+00 
314 2.687675482328288E-46791 1.128385049643373E-70185 0.000000000000000E+00 
315 1.480990837169256E-46779 4.615519991385610E-70168 0.000000000000000E+00 
316 8.119259503698816E-46768 1.873556146584683E-70150 0.000000000000000E+00 
317 4.428666329363641E-46756 7.547472155821451E-70133 0.000000000000000E+00 
318 2.403399334987954E-46744 3.017386785497276E-70115 0.000000000000000E+00 
319 1.297714853530900E-46732 1.197184243628994E-70097 0.000000000000000E+00 
320 6.971670843190995E-46721 4.714084799576051E-70080 0.000000000000000E+00 
321 3.726512685684230E-46709 1.842239055030845E-70062 0.000000000000000E+00 
322 1.981893480369192E-46697 7.145169612401141E-70045 0.000000000000000E+00 
323 1.048754429392231E-46685 2.750443899660749E-70027 0.000000000000000E+00 
324 5.521879104428015E-46674 1.050805700293258E-70009 0.000000000000000E+00 
325 2.892832807192378E-46662 3.984529808662043E-69992 0.000000000000000E+00 
326 1.507949752625266E-46650 1.499589478301411E-69974 0.000000000000000E+00 
327 7.821340978525047E-46639 5.601623413595852E-69957 0.000000000000000E+00 
328 4.036547565177642E-46627 2.076859850260544E-69939 0.000000000000000E+00 
329 2.072894035090934E-46615 7.642892159536314E-69922 0.000000000000000E+00 
330 1.059219445641946E-46603 2.791714464558328E-69904 0.000000000000000E+00 
331 5.385676005910176E-46592 1.012167560083793E-69886 0.000000000000000E+00 
332 2.724855845653023E-46580 3.642565553761591E-69869 0.000000000000000E+00 
333 1.371827299117899E-46568 1.301191568666436E-69851 0.000000000000000E+00 
334 6.872448587339817E-46557 4.613805988562202E-69834 0.000000000000000E+00 
335 3.425967445372174E-46545 1.623928586156774E-69816 0.000000000000000E+00 
336 1.699488144254004E-46533 5.673738139921787E-69799 0.000000000000000E+00 
337 8.389183624143283E-46522 1.967757741549833E-69781 0.000000000000000E+00 
338 4.120893314662863E-46510 6.774529463632148E-69764 0.000000000000000E+00 
339 2.014357664094976E-46498 2.315245010400835E-69746 0.000000000000000E+00 
340 9.798480972221055E-46487 7.854710979176569E-69729 0.000000000000000E+00 
341 4.743088907484647E-46475 2.645355095350002E-69711 0.000000000000000E+00 
342 2.284796306255203E-46463 8.844296854171542E-69694 0.000000000000000E+00 
343 1.095268927163184E-46451 2.935440145190121E-69676 0.000000000000000E+00 
344 5.224977519242965E-46440 9.672054128791688E-69659 0.000000000000000E+00 
345 2.480514492474970E-46428 3.163768751163137E-69641 0.000000000000000E+00 
346 1.171914900525301E-46416 1.027392032337997E-69623 0.000000000000000E+00 
347 5.509987445602987E-46405 3.312210983748257E-69606 0.000000000000000E+00 
348 2.578152532187399E-46393 1.060119910393467E-69588 0.000000000000000E+00 
349 1.200530759894879E-46381 3.368619955236144E-69571 0.000000000000000E+00 
350 5.563497023592849E-46370 1.062707802194577E-69553 0.000000000000000E+00 
351 2.565874975010048E-46358 3.328475125206900E-69536 0.000000000000000E+00 
352 1.177712660958732E-46346 1.035025607922074E-69518 0.000000000000000E+00 
353 5.379755739164357E-46335 3.195478613959503E-69501 0.000000000000000E+00 
354 2.445728537706248E-46323 9.795000346203798E-69484 0.000000000000000E+00 
355 1.106571611276247E-46311 2.980995809620362E-69466 0.000000000000000E+00 
356 4.982868861471517E-46300 9.007645074124693E-69449 0.000000000000000E+00 
357 2.233115119812121E-46288 2.702456718090212E-69431 0.000000000000000E+00 
358 9.960417205041751E-46277 8.050231577831255E-69414 0.000000000000000E+00 
359 4.421623238257284E-46265 2.381028973370781E-69396 0.000000000000000E+00 
360 1.953559887735286E-46253 6.992495138130371E-69379 0.000000000000000E+00 
361 8.590441836343583E-46242 2.038991106715233E-69361 0.000000000000000E+00 
362 3.759681181262485E-46230 5.903622875556962E-69344 0.000000000000000E+00 
363 1.637707090599031E-46218 1.697252367141952E-69326 0.000000000000000E+00 
