# logL =3000,NumOfEigs=16812,alpha=10.0, threshold = 10e-12 
# ================================================================
# n  P(n) P(n)^alpha  P(n)_alpha 
3967 1.099172005221875E-14066 4.752177780129781E-140645 0.000000000000000E+00 
3968 2.382639787196757E-14060 1.088478833269665E-140581 0.000000000000000E+00 
3969 5.147823048664970E-14054 2.412527050367590E-140518 0.000000000000000E+00 
3970 1.108565400990517E-14047 5.174272416062655E-140455 0.000000000000000E+00 
3971 2.379422254509741E-14041 1.073868944146575E-140391 0.000000000000000E+00 
3972 5.090426932402048E-14035 2.156642557941850E-140328 0.000000000000000E+00 
3973 1.085448908644212E-14028 4.191118635329108E-140265 0.000000000000000E+00 
3974 2.306944009622608E-14022 7.881459219027608E-140202 0.000000000000000E+00 
3975 4.886942302022985E-14016 1.434195007771284E-140138 0.000000000000000E+00 
3976 1.031834057542931E-14009 2.525426164109739E-140075 0.000000000000000E+00 
3977 2.171475805870020E-14003 4.303145591854236E-140012 0.000000000000000E+00 
3978 4.554834703773641E-13997 7.095161746015491E-139949 0.000000000000000E+00 
3979 9.522757751930818E-13991 1.132044388471464E-139885 0.000000000000000E+00 
3980 1.984382286555633E-13984 1.747791037258518E-139822 0.000000000000000E+00 
3981 4.121548705970070E-13978 2.611201914545838E-139759 0.000000000000000E+00 
3982 8.532337401497760E-13972 3.774994289899418E-139696 0.000000000000000E+00 
3983 1.760548910003977E-13965 5.281010593573404E-139633 0.000000000000000E+00 
3984 3.620767666202176E-13959 7.148956829206070E-139570 0.000000000000000E+00 
3985 7.422081374012653E-13953 9.364685710796971E-139507 0.000000000000000E+00 
3986 1.516433096342746E-13946 1.187048968578746E-139443 0.000000000000000E+00 
3987 3.088113734208867E-13940 1.456025429196357E-139380 0.000000000000000E+00 
3988 6.268098448898073E-13934 1.728200718600894E-139317 0.000000000000000E+00 
3989 1.268092169682876E-13927 1.984925904188048E-139254 0.000000000000000E+00 
3990 2.557044713440274E-13921 2.206070130179178E-139191 0.000000000000000E+00 
3991 5.139233065572844E-13915 2.372571045937792E-139128 0.000000000000000E+00 
3992 1.029510533215362E-13908 2.469130446787806E-139065 0.000000000000000E+00 
3993 2.055586538480123E-13902 2.486530212466181E-139002 0.000000000000000E+00 
3994 4.090846889579095E-13896 2.423083293666050E-138939 0.000000000000000E+00 
3995 8.114526356791542E-13890 2.284903397020443E-138876 0.000000000000000E+00 
3996 1.604300116211190E-13883 2.084933659437303E-138813 0.000000000000000E+00 
3997 3.161407974436198E-13877 1.840948059376757E-138750 0.000000000000000E+00 
3998 6.209376070496605E-13871 1.572952933629773E-138687 0.000000000000000E+00 
3999 1.215592110252244E-13864 1.300513358732502E-138624 0.000000000000000E+00 
4000 2.371921279775355E-13858 1.040492143036919E-138561 0.000000000000000E+00 
4001 4.613018113686258E-13852 8.055410753363524E-138499 0.000000000000000E+00 
4002 8.942162098484499E-13846 6.034780434006491E-138436 0.000000000000000E+00 
4003 1.727716203636931E-13839 4.374819656036404E-138373 0.000000000000000E+00 
4004 3.327168259372514E-13833 3.068907043190000E-138310 0.000000000000000E+00 
4005 6.386304354204108E-13827 2.083205968745571E-138247 0.000000000000000E+00 
4006 1.221791078414360E-13820 1.368376435713833E-138184 0.000000000000000E+00 
4007 2.329790000590860E-13814 8.697688717870794E-138122 0.000000000000000E+00 
4008 4.428015109970326E-13808 5.349670491980726E-138059 0.000000000000000E+00 
4009 8.388298976907842E-13802 3.184014989647526E-137996 0.000000000000000E+00 
4010 1.583839603501583E-13795 1.833783551744103E-137933 0.000000000000000E+00 
4011 2.980718650497076E-13789 1.021988340197933E-137870 0.000000000000000E+00 
4012 5.591177266758338E-13783 5.511485989638381E-137808 0.000000000000000E+00 
4013 1.045341105308851E-13776 2.876182062072224E-137745 0.000000000000000E+00 
4014 1.947983548123981E-13770 1.452409021880464E-137682 0.000000000000000E+00 
4015 3.618137197755303E-13764 7.097189502754261E-137620 0.000000000000000E+00 
4016 6.698186989259848E-13758 3.355898092054233E-137557 0.000000000000000E+00 
4017 1.235953106707695E-13751 1.535521939827640E-137494 0.000000000000000E+00 
4018 2.273103494477876E-13745 6.798736152730388E-137432 0.000000000000000E+00 
4019 4.166860063197896E-13739 2.912897801979038E-137369 0.000000000000000E+00 
4020 7.613267889627117E-13733 1.207667024011995E-137306 0.000000000000000E+00 
4021 1.386455061696675E-13726 4.845003190354729E-137244 0.000000000000000E+00 
4022 2.516592937881961E-13720 1.880900520073545E-137181 0.000000000000000E+00 
4023 4.552947467916973E-13714 7.065818628714202E-137119 0.000000000000000E+00 
4024 8.210030968559855E-13708 2.568526460389902E-137056 0.000000000000000E+00 
4025 1.475602699809000E-13701 9.035048800795862E-136994 0.000000000000000E+00 
4026 2.643422468029516E-13695 3.075401778444881E-136931 0.000000000000000E+00 
4027 4.719937010824975E-13689 1.012973583140188E-136868 0.000000000000000E+00 
4028 8.399981290261206E-13683 3.228637438663893E-136806 0.000000000000000E+00 
4029 1.490022836663111E-13676 9.957844437093938E-136744 0.000000000000000E+00 
4030 2.634389705203804E-13670 2.971914402144698E-136681 0.000000000000000E+00 
4031 4.642368454843303E-13664 8.582862522910358E-136619 0.000000000000000E+00 
4032 8.154018313467495E-13658 2.398572865433506E-136556 0.000000000000000E+00 
4033 1.427500432767011E-13651 6.486323081143864E-136494 0.000000000000000E+00 
4034 2.490882862717090E-13645 1.697341141649003E-136431 0.000000000000000E+00 
4035 4.332143668895183E-13639 4.297982077151690E-136369 0.000000000000000E+00 
4036 7.509739756678374E-13633 1.053137222417778E-136306 0.000000000000000E+00 
4037 1.297535992227338E-13626 2.497067179635796E-136244 0.000000000000000E+00 
4038 2.234531236297230E-13620 5.729284532781613E-136182 0.000000000000000E+00 
4039 3.835534880248137E-13614 1.272024443014564E-136119 0.000000000000000E+00 
4040 6.562025794886163E-13608 2.732847662717084E-136057 0.000000000000000E+00 
4041 1.118980246730100E-13601 5.681464421790898E-135995 0.000000000000000E+00 
4042 1.901863733367878E-13595 1.142957444286956E-135932 0.000000000000000E+00 
4043 3.221876313432691E-13589 2.224972928249721E-135870 0.000000000000000E+00 
4044 5.440149331647336E-13583 4.191257110268047E-135808 0.000000000000000E+00 
4045 9.155567494065772E-13577 7.639919397573703E-135746 0.000000000000000E+00 
4046 1.535791310675178E-13570 1.347591155120300E-135683 0.000000000000000E+00 
4047 2.567743471826654E-13564 2.300130244817532E-135621 0.000000000000000E+00 
4048 4.279012464968956E-13558 3.799020238447368E-135559 0.000000000000000E+00 
4049 7.107354204755212E-13552 6.071775249963220E-135497 0.000000000000000E+00 
4050 1.176643385787101E-13545 9.390412490047894E-135435 0.000000000000000E+00 
4051 1.941575335191935E-13539 1.405330765962257E-135372 0.000000000000000E+00 
4052 3.193273558839976E-13533 2.035154293166599E-135310 0.000000000000000E+00 
4053 5.234684287417790E-13527 2.851944231787801E-135248 0.000000000000000E+00 
4054 8.552977958799745E-13521 3.867315640658395E-135186 0.000000000000000E+00 
4055 1.392889620528744E-13514 5.074615159710747E-135124 0.000000000000000E+00 
4056 2.260937419521688E-13508 6.443495178285791E-135062 0.000000000000000E+00 
4057 3.657908784255423E-13502 7.917075848430601E-135000 0.000000000000000E+00 
4058 5.898610118625828E-13496 9.413107229068573E-134938 0.000000000000000E+00 
4059 9.480669382535364E-13490 1.082994145424018E-134875 0.000000000000000E+00 
4060 1.518800747927788E-13483 1.205713474598508E-134813 0.000000000000000E+00 
4061 2.425130385785101E-13477 1.298933814663022E-134751 0.000000000000000E+00 
4062 3.859596236791047E-13471 1.354112770582393E-134689 0.000000000000000E+00 
4063 6.122392181119587E-13465 1.365990087904659E-134627 0.000000000000000E+00 
4064 9.679945393812590E-13459 1.333414473905830E-134565 0.000000000000000E+00 
4065 1.525447127304010E-13452 1.259527589611097E-134503 0.000000000000000E+00 
4066 2.396039104740366E-13446 1.151264487034052E-134441 0.000000000000000E+00 
4067 3.751138800815272E-13440 1.018280517477450E-134379 0.000000000000000E+00 
4068 5.853354904078734E-13434 8.715346620360998E-134318 0.000000000000000E+00 
4069 9.103723748035276E-13428 7.218164864297326E-134256 0.000000000000000E+00 
4070 1.411255911922616E-13421 5.784873061578714E-134194 0.000000000000000E+00 
4071 2.180544571120656E-13415 4.486273781002199E-134132 0.000000000000000E+00 
4072 3.358123412290188E-13409 3.366686030067716E-134070 0.000000000000000E+00 
4073 5.154669526933350E-13403 2.444805781743521E-134008 0.000000000000000E+00 
4074 7.886376239779343E-13397 1.717951957894412E-133946 0.000000000000000E+00 
4075 1.202615086938577E-13390 1.168160640613993E-133884 0.000000000000000E+00 
4076 1.827882578664088E-13384 7.686330024614246E-133823 0.000000000000000E+00 
4077 2.769124167123508E-13378 4.893959713151094E-133761 0.000000000000000E+00 
4078 4.181278126408442E-13372 3.015273120451603E-133699 0.000000000000000E+00 
4079 6.292861501575889E-13366 1.797702517308383E-133637 0.000000000000000E+00 
4080 9.439734530402516E-13360 1.037131681676532E-133575 0.000000000000000E+00 
4081 1.411379739689169E-13353 5.789950884873714E-133514 0.000000000000000E+00 
4082 2.103296345075344E-13347 3.127812872394656E-133452 0.000000000000000E+00 
4083 3.124133227167932E-13341 1.635051927381799E-133390 0.000000000000000E+00 
4084 4.625206369486937E-13335 8.270794715551659E-133329 0.000000000000000E+00 
4085 6.825039585812929E-13329 4.048441217144453E-133267 0.000000000000000E+00 
4086 1.003810478237251E-13322 1.917579324559407E-133205 0.000000000000000E+00 
4087 1.471535573141784E-13316 8.789086602757979E-133144 0.000000000000000E+00 
4088 2.150118006488458E-13310 3.898154551938617E-133082 0.000000000000000E+00 
4089 3.131311822740168E-13304 1.673012818698972E-133020 0.000000000000000E+00 
4090 4.545302896861219E-13298 6.948073246749003E-132959 0.000000000000000E+00 
4091 6.576151837948683E-13292 2.792250726545722E-132897 0.000000000000000E+00 
4092 9.483165394544554E-13286 1.085848765769134E-132835 0.000000000000000E+00 
4093 1.363035943910955E-13279 4.086101745192075E-132774 0.000000000000000E+00 
4094 1.952692159586695E-13273 1.487900590206366E-132712 0.000000000000000E+00 
4095 2.788256651908072E-13267 5.242803259347638E-132651 0.000000000000000E+00 
4096 3.968297304048780E-13261 1.787631960548742E-132589 0.000000000000000E+00 
4097 5.629219034117283E-13255 5.898173803483661E-132528 0.000000000000000E+00 
4098 7.959111403210826E-13249 1.883137043320321E-132466 0.000000000000000E+00 
4099 1.121640055275311E-13242 5.817966182003807E-132405 0.000000000000000E+00 
4100 1.575487374776892E-13236 1.739343521828339E-132343 0.000000000000000E+00 
4101 2.205712147575074E-13230 5.031812400406402E-132282 0.000000000000000E+00 
4102 3.077905156812944E-13224 1.408602399134382E-132220 0.000000000000000E+00 
4103 4.280890528118774E-13218 3.815727149446679E-132159 0.000000000000000E+00 
4104 5.934518684268232E-13212 1.000209801891533E-132097 0.000000000000000E+00 
4105 8.199915396150362E-13206 2.537054555663112E-132036 0.000000000000000E+00 
4106 1.129290649199232E-13199 6.227208571217794E-131975 0.000000000000000E+00 
4107 1.550153064771762E-13193 1.479046826014598E-131913 0.000000000000000E+00 
4108 2.120879161714074E-13187 3.399345768342113E-131852 0.000000000000000E+00 
4109 2.892209560810618E-13181 7.560206629592565E-131791 0.000000000000000E+00 
4110 3.931118002204829E-13175 1.627035000345272E-131729 0.000000000000000E+00 
4111 5.325677869772714E-13169 3.388324777933465E-131668 0.000000000000000E+00 
4112 7.191279991943219E-13163 6.828071719901614E-131607 0.000000000000000E+00 
4113 9.678543207170186E-13157 1.331484217480087E-131545 0.000000000000000E+00 
4114 1.298333546839928E-13150 2.512458391405476E-131484 0.000000000000000E+00 
4115 1.735941376900458E-13144 4.587611575046433E-131423 0.000000000000000E+00 
4116 2.313429779381346E-13138 8.105863909299817E-131362 0.000000000000000E+00 
4117 3.072911687039085E-13132 1.385915917636563E-131300 0.000000000000000E+00 
4118 4.068331443648810E-13126 2.292975234954819E-131239 0.000000000000000E+00 
4119 5.368526066308024E-13120 3.671020014706257E-131178 0.000000000000000E+00 
4120 7.061001367595274E-13114 5.687207149842790E-131117 0.000000000000000E+00 
4121 9.256568424451069E-13108 8.525821756783919E-131056 0.000000000000000E+00 
4122 1.209500985728773E-13101 1.236796813156941E-130994 0.000000000000000E+00 
4123 1.575197189302880E-13095 1.736142518169925E-130933 0.000000000000000E+00 
4124 2.044730713346677E-13089 2.358290468283788E-130872 0.000000000000000E+00 
4125 2.645512411765046E-13083 3.099803221831841E-130811 0.000000000000000E+00 
4126 3.411583278530264E-13077 3.942719330163354E-130750 0.000000000000000E+00 
4127 4.385050926682898E-13071 4.852689525484244E-130689 0.000000000000000E+00 
4128 5.617793827901504E-13065 5.779550426955389E-130628 0.000000000000000E+00 
4129 7.173472578133753E-13059 6.660863224969419E-130567 0.000000000000000E+00 
4130 9.129890715444031E-13053 7.428341853351325E-130506 0.000000000000000E+00 
4131 1.158175054012278E-13046 8.016377403691976E-130445 0.000000000000000E+00 
4132 1.464385178140448E-13040 8.371231189237449E-130384 0.000000000000000E+00 
4133 1.845478259263282E-13034 8.459124647870161E-130323 0.000000000000000E+00 
4134 2.318115297545252E-13028 8.271540880543773E-130262 0.000000000000000E+00 
4135 2.902242003807775E-13022 7.826585324141340E-130201 0.000000000000000E+00 
4136 3.621635215672145E-13016 7.166104477813037E-130140 0.000000000000000E+00 
4137 4.504517478113635E-13010 6.349197767520259E-130079 0.000000000000000E+00 
4138 5.584243393515730E-13004 5.443515726506225E-130018 0.000000000000000E+00 
4139 6.900060403365054E-12998 4.516115254816294E-129957 0.000000000000000E+00 
4140 8.497945409639730E-12992 3.625563031571176E-129896 0.000000000000000E+00 
4141 1.043151704370577E-12985 2.816506843702249E-129835 0.000000000000000E+00 
4142 1.276302141326572E-12979 2.117244775573293E-129774 0.000000000000000E+00 
4143 1.556438677908103E-12973 1.540125945065812E-129713 0.000000000000000E+00 
4144 1.891833981714416E-12967 1.084092431535943E-129652 0.000000000000000E+00 
4145 2.291957290457706E-12961 7.384163360943722E-129592 0.000000000000000E+00 
4146 2.767594823898670E-12955 4.866998226876143E-129531 0.000000000000000E+00 
4147 3.330972058868585E-12949 3.104173508999360E-129470 0.000000000000000E+00 
4148 3.995875612231336E-12943 1.915824386334660E-129409 0.000000000000000E+00 
4149 4.777772015047796E-12937 1.144169361963771E-129348 0.000000000000000E+00 
4150 5.693920182289452E-12931 6.612258749986806E-129288 0.000000000000000E+00 
4151 6.763473898150685E-12925 3.697722145870721E-129227 0.000000000000000E+00 
4152 8.007570161889270E-12919 2.000984005855623E-129166 0.000000000000000E+00 
4153 9.449398790310706E-12913 1.047798732949786E-129105 0.000000000000000E+00 
4154 1.111424827003257E-12906 5.309297111019521E-129045 0.000000000000000E+00 
4155 1.302952251714572E-12900 2.603281299150238E-128984 0.000000000000000E+00 
4156 1.522472295709962E-12894 1.235179504375082E-128923 0.000000000000000E+00 
4157 1.773139020788820E-12888 5.671056364124292E-128863 0.000000000000000E+00 
4158 2.058299965948414E-12882 2.519548714668145E-128802 0.000000000000000E+00 
4159 2.381480541591395E-12876 1.083194546289300E-128741 0.000000000000000E+00 
4160 2.746362742565562E-12870 4.506247891485058E-128681 0.000000000000000E+00 
4161 3.156757719061712E-12864 1.814047280399800E-128620 0.000000000000000E+00 
4162 3.616571822920714E-12858 7.066543464559642E-128560 0.000000000000000E+00 
4163 4.129765848501878E-12852 2.663731069001111E-128499 0.000000000000000E+00 
4164 4.700307312295339E-12846 9.716248802963175E-128439 0.000000000000000E+00 
4165 5.332115763506963E-12840 3.429507741557610E-128378 0.000000000000000E+00 
4166 6.029001287621767E-12834 1.171358564513769E-128317 0.000000000000000E+00 
4167 6.794596554230831E-12828 3.871442706201116E-128257 0.000000000000000E+00 
4168 7.632282965959734E-12822 1.238171277384421E-128196 0.000000000000000E+00 
4169 8.545111682924077E-12816 3.831894322932471E-128136 0.000000000000000E+00 
4170 9.535720521532815E-12810 1.147548980229991E-128075 0.000000000000000E+00 
4171 1.060624795151803E-12803 3.325476237806193E-128015 0.000000000000000E+00 
4172 1.175824563384467E-12797 9.325269166172680E-127955 0.000000000000000E+00 
4173 1.299259114706386E-12791 2.530427002064919E-127894 0.000000000000000E+00 
4174 1.430940273271166E-12785 6.644329479627915E-127834 0.000000000000000E+00 
4175 1.570795804334613E-12779 1.688237010557397E-127773 0.000000000000000E+00 
4176 1.718661899170143E-12773 4.150883873577084E-127713 0.000000000000000E+00 
4177 1.874276486860396E-12767 9.875808505416610E-127653 0.000000000000000E+00 
4178 2.037273591389704E-12761 2.273681598544203E-127592 0.000000000000000E+00 
4179 2.207178948292775E-12755 5.065374313444084E-127532 0.000000000000000E+00 
4180 2.383407084686761E-12749 1.091989218873127E-127471 0.000000000000000E+00 
4181 2.565260049571315E-12743 2.277980844186608E-127411 0.000000000000000E+00 
4182 2.751927957767810E-12737 4.598399455703964E-127351 0.000000000000000E+00 
4183 2.942491480947426E-12731 8.982313995403463E-127291 0.000000000000000E+00 
4184 3.135926383262565E-12725 1.697831866612359E-127230 0.000000000000000E+00 
4185 3.331110157776837E-12719 3.105460709706588E-127170 0.000000000000000E+00 
4186 3.526830774046233E-12713 5.496450329542372E-127110 0.000000000000000E+00 
4187 3.721797497913891E-12707 9.413767911125166E-127050 0.000000000000000E+00 
4188 3.914653693109975E-12701 1.560161572039812E-126989 0.000000000000000E+00 
4189 4.103991462019918E-12695 2.502076460296424E-126929 0.000000000000000E+00 
4190 4.288367931536008E-12689 3.882902522573360E-126869 0.000000000000000E+00 
4191 4.466322940840045E-12683 5.830923044338082E-126809 0.000000000000000E+00 
4192 4.636397842887984E-12677 8.473113853988294E-126749 0.000000000000000E+00 
4193 4.797155091840044E-12671 1.191444139168497E-126688 0.000000000000000E+00 
4194 4.947198256149837E-12665 1.621172541399931E-126628 0.000000000000000E+00 
4195 5.085192072773303E-12659 2.134566572948883E-126568 0.000000000000000E+00 
4196 5.209882143038720E-12653 2.719662918899514E-126508 0.000000000000000E+00 
4197 5.320113865918597E-12647 3.353091206458621E-126448 0.000000000000000E+00 
4198 5.414850210239138E-12641 4.000373710109166E-126388 0.000000000000000E+00 
4199 5.493187943892926E-12635 4.618284394850704E-126328 0.000000000000000E+00 
4200 5.554371965173223E-12629 5.159239551496094E-126268 0.000000000000000E+00 
4201 5.597807418358441E-12623 5.577192368502549E-126208 0.000000000000000E+00 
4202 5.623069321736671E-12617 5.834054297340236E-126148 0.000000000000000E+00 
4203 5.629909490151841E-12611 5.905412246662258E-126088 0.000000000000000E+00 
4204 5.618260594379099E-12605 5.784354286531098E-126028 0.000000000000000E+00 
4205 5.588237264476431E-12599 5.482573486137789E-125968 0.000000000000000E+00 
4206 5.540134211826680E-12593 5.028505727497920E-125908 0.000000000000000E+00 
4207 5.474421412895501E-12587 4.462912254142654E-125848 0.000000000000000E+00 
4208 5.391736464776204E-12581 3.832857373366791E-125788 0.000000000000000E+00 
4209 5.292874286407001E-12575 3.185311289721882E-125728 0.000000000000000E+00 
4210 5.178774398081046E-12569 2.561568739119262E-125668 0.000000000000000E+00 
4211 5.050506063856895E-12563 1.993356882023933E-125608 0.000000000000000E+00 
4212 4.909251625287834E-12557 1.501028771640285E-125548 0.000000000000000E+00 
4213 4.756288389380700E-12551 1.093749545488495E-125488 0.000000000000000E+00 
4214 4.592969458048915E-12545 7.712082486460833E-125429 0.000000000000000E+00 
4215 4.420703900066239E-12539 5.261994118141299E-125369 0.000000000000000E+00 
4216 4.240936669537410E-12533 3.474193172074760E-125309 0.000000000000000E+00 
4217 4.055128667408539E-12527 2.219639672087673E-125249 0.000000000000000E+00 
4218 3.864737325104000E-12521 1.372258426892179E-125189 0.000000000000000E+00 
4219 3.671198062857699E-12515 8.209453483024500E-125130 0.000000000000000E+00 
4220 3.475906940824381E-12509 4.752449364970310E-125070 0.000000000000000E+00 
4221 3.280204779939798E-12503 2.662230547723903E-125010 0.000000000000000E+00 
4222 3.085362983229932E-12497 1.443107682258908E-124950 0.000000000000000E+00 
4223 2.892571238426892E-12491 7.569666168012385E-124891 0.000000000000000E+00 
4224 2.702927230945267E-12485 3.842196990931946E-124831 0.000000000000000E+00 
4225 2.517428444097441E-12479 1.887154427692069E-124771 0.000000000000000E+00 
4226 2.336966072391665E-12473 8.969333357808229E-124712 0.000000000000000E+00 
4227 2.162321025249119E-12467 4.125131552096844E-124652 0.000000000000000E+00 
4228 1.994161953715689E-12461 1.835863353483265E-124592 0.000000000000000E+00 
4229 1.833045192752711E-12455 7.906200340736003E-124533 0.000000000000000E+00 
4230 1.679416477269827E-12449 3.294732726608922E-124473 0.000000000000000E+00 
4231 1.533614261781139E-12443 1.328609877993524E-124413 0.000000000000000E+00 
4232 1.395874451756181E-12437 5.184414025228557E-124354 0.000000000000000E+00 
4233 1.266336339504183E-12431 1.957612769417576E-124294 0.000000000000000E+00 
4234 1.145049528663090E-12425 7.152845002739103E-124235 0.000000000000000E+00 
4235 1.031981628760572E-12419 2.529040312658006E-124175 0.000000000000000E+00 
4236 9.270265044028463E-12414 8.652818666192473E-124116 0.000000000000000E+00 
4237 8.300128718233410E-12408 2.864734416822197E-124056 0.000000000000000E+00 
4238 7.407130480793809E-12402 9.177746160131918E-123997 0.000000000000000E+00 
4239 6.588516743447752E-12396 2.845198890103066E-123937 0.000000000000000E+00 
4240 5.841142536978544E-12390 8.535208456072500E-123878 0.000000000000000E+00 
4241 5.161553647321412E-12384 2.477653368369680E-123818 0.000000000000000E+00 
4242 4.546064344286196E-12378 6.959721717138491E-123759 0.000000000000000E+00 
4243 3.990829762809766E-12372 1.891769047913364E-123699 0.000000000000000E+00 
4244 3.491912219831153E-12366 4.975872793907195E-123640 0.000000000000000E+00 
4245 3.045340964801558E-12360 1.266471252218667E-123580 0.000000000000000E+00 
4246 2.647165063525799E-12354 3.119222221624987E-123521 0.000000000000000E+00 
4247 2.293499299504492E-12348 7.433994052979713E-123462 0.000000000000000E+00 
4248 1.980563141242584E-12342 1.714442861920409E-123402 0.000000000000000E+00 
4249 1.704712966131884E-12336 3.826033210300095E-123343 0.000000000000000E+00 
4250 1.462467850454402E-12330 8.262269721490439E-123284 0.000000000000000E+00 
4251 1.250529330585318E-12324 1.726533123599774E-123224 0.000000000000000E+00 
4252 1.065795613135095E-12318 3.491205189176124E-123165 0.000000000000000E+00 
4253 9.053707627178440E-12313 6.831258938462637E-123106 0.000000000000000E+00 
4254 7.665694269240040E-12307 1.293454136800362E-123046 0.000000000000000E+00 
4255 6.469176709391359E-12301 2.369879336333425E-122987 0.000000000000000E+00 
4256 5.441504913687888E-12295 4.201712646702405E-122928 0.000000000000000E+00 
4257 4.562065626229876E-12289 7.208607429255818E-122869 0.000000000000000E+00 
4258 3.812207421423817E-12283 1.196744157494030E-122809 0.000000000000000E+00 
4259 3.175148252219851E-12277 1.922543479555427E-122750 0.000000000000000E+00 
4260 2.635869984971488E-12271 2.988656060826673E-122691 0.000000000000000E+00 
4261 2.181003954116202E-12265 4.495734137040883E-122632 0.000000000000000E+00 
4262 1.798711090820134E-12259 6.544104356913148E-122573 0.000000000000000E+00 
4263 1.478559695537985E-12253 9.217745768290712E-122514 0.000000000000000E+00 
4264 1.211403448988874E-12247 1.256389068894591E-122454 0.000000000000000E+00 
4265 9.892618006068991E-12242 1.657099119223837E-122395 0.000000000000000E+00 
4266 8.052044468227071E-12236 2.114938473611796E-122336 0.000000000000000E+00 
4267 6.532412199195776E-12230 2.611992363363394E-122277 0.000000000000000E+00 
4268 5.282183558654588E-12224 3.121554933138856E-122218 0.000000000000000E+00 
4269 4.257217987143883E-12218 3.609898369668138E-122159 0.000000000000000E+00 
4270 3.419879305172750E-12212 4.039651336049914E-122100 0.000000000000000E+00 
4271 2.738218884427954E-12206 4.374392054281375E-122041 0.000000000000000E+00 
4272 2.185234431616848E-12200 4.583702680864026E-121982 0.000000000000000E+00 
4273 1.738202618513520E-12194 4.647721424752878E-121923 0.000000000000000E+00 
4274 1.378082622164833E-12188 4.560250014833715E-121864 0.000000000000000E+00 
4275 1.088986771196861E-12182 4.329743129235228E-121805 0.000000000000000E+00 
4276 8.577138902567513E-12177 3.977961030579496E-121746 0.000000000000000E+00 
4277 6.733405571668425E-12171 3.536582806771947E-121687 0.000000000000000E+00 
4278 5.268652997627414E-12165 3.042510267999244E-121628 0.000000000000000E+00 
4279 4.109007270651486E-12159 2.532825024030304E-121569 0.000000000000000E+00 
4280 3.194086805380902E-12153 2.040343263772138E-121510 0.000000000000000E+00 
4281 2.474736770154838E-12147 1.590472642246397E-121451 0.000000000000000E+00 
4282 1.911101701387971E-12141 1.199703932456596E-121392 0.000000000000000E+00 
4283 1.470994600224569E-12135 8.756829143767472E-121334 0.000000000000000E+00 
4284 1.128524129447154E-12129 6.185069507295918E-121275 0.000000000000000E+00 
4285 8.629449898832625E-12124 4.227340277767831E-121216 0.000000000000000E+00 
4286 6.577000356716539E-12118 2.795855651370649E-121157 0.000000000000000E+00 
4287 4.996260922007382E-12112 1.789316627220903E-121098 0.000000000000000E+00 
4288 3.782986986901071E-12106 1.108114313678646E-121039 0.000000000000000E+00 
4289 2.854940592291168E-12100 6.640592746068215E-120981 0.000000000000000E+00 
4290 2.147493189658044E-12094 3.850827311968912E-120922 0.000000000000000E+00 
4291 1.610048677081274E-12088 2.160857634973498E-120863 0.000000000000000E+00 
4292 1.203147045791366E-12082 1.173338122498697E-120804 0.000000000000000E+00 
4293 8.961297660072380E-12077 6.165170941578287E-120746 0.000000000000000E+00 
4294 6.652663989467264E-12071 3.134671093828721E-120687 0.000000000000000E+00 
4295 4.922579808048957E-12065 1.542281859551311E-120628 0.000000000000000E+00 
4296 3.630466507431313E-12059 7.342778654394151E-120570 0.000000000000000E+00 
4297 2.668729735840205E-12053 3.382844524958792E-120511 0.000000000000000E+00 
4298 1.955326320650080E-12047 1.508094494913944E-120452 0.000000000000000E+00 
4299 1.427928262459532E-12041 6.505789185437501E-120394 0.000000000000000E+00 
4300 1.039360060549996E-12035 2.715790926508282E-120335 0.000000000000000E+00 
4301 7.540465380750984E-12030 1.097027703282591E-120276 0.000000000000000E+00 
4302 5.452589062980455E-12024 4.288088817642474E-120218 0.000000000000000E+00 
4303 3.929885321460611E-12018 1.621940299483500E-120159 0.000000000000000E+00 
4304 2.823120906137471E-12012 5.936505470952346E-120101 0.000000000000000E+00 
4305 2.021396784109900E-12006 2.102576448494920E-120042 0.000000000000000E+00 
4306 1.442600752122376E-12000 7.206056018266904E-119984 0.000000000000000E+00 
4307 1.026155623910095E-11994 2.389837589141873E-119925 0.000000000000000E+00 
4308 7.275331665580790E-11989 7.669447113808937E-119867 0.000000000000000E+00 
4309 5.141204216680211E-11983 2.381686756588607E-119808 0.000000000000000E+00 
4310 3.621174096815321E-11977 7.156985576922735E-119750 0.000000000000000E+00 
4311 2.542180872054216E-11971 2.081136459816869E-119691 0.000000000000000E+00 
4312 1.778836285495242E-11965 5.855930167783630E-119633 0.000000000000000E+00 
4313 1.240617789989648E-11959 1.594469205632293E-119574 0.000000000000000E+00 
4314 8.624074920759338E-11954 4.201083354847525E-119516 0.000000000000000E+00 
4315 5.975297439730777E-11948 1.071103347964382E-119457 0.000000000000000E+00 
4316 4.126473191409628E-11942 2.642569211325566E-119399 0.000000000000000E+00 
4317 2.840344506062094E-11936 6.308793036063515E-119341 0.000000000000000E+00 
4318 1.948657446683375E-11930 1.457441412811865E-119282 0.000000000000000E+00 
4319 1.332516132302347E-11924 3.258073270643380E-119224 0.000000000000000E+00 
4320 9.082009279025547E-11919 7.047831362461174E-119166 0.000000000000000E+00 
4321 6.169697889975696E-11913 1.475282112701986E-119107 0.000000000000000E+00 
4322 4.177518169227840E-11907 2.988268146797991E-119049 0.000000000000000E+00 
4323 2.819325944532456E-11901 5.857185386831705E-118991 0.000000000000000E+00 
