# logL =3000,NumOfEigs=16812,alpha=5.0, threshold = 10e-12 
# ================================================================
# n  P(n) P(n)^alpha  P(n)_alpha 
118 3.119950459224700E-49143 2.415433517292978E-245706 0.000000000000000E+00 
119 6.522983155473534E-49131 9.649123907776204E-245645 0.000000000000000E+00 
120 1.350050988780635E-49118 3.664438644608969E-245583 0.000000000000000E+00 
121 2.766235899033825E-49106 1.323435145728850E-245521 0.000000000000000E+00 
122 5.611676907657077E-49094 4.546946989851527E-245460 0.000000000000000E+00 
123 1.127169683259368E-49081 1.486630692429045E-245398 0.000000000000000E+00 
124 2.241854664322224E-49069 4.626940035688816E-245337 0.000000000000000E+00 
125 4.415450113995263E-49057 1.371296951198748E-245275 0.000000000000000E+00 
126 8.612302802301021E-49045 3.871266351119889E-245214 0.000000000000000E+00 
127 1.663670625297519E-49032 1.041341894302416E-245152 0.000000000000000E+00 
128 3.183066375063599E-49020 2.669838998506719E-245091 0.000000000000000E+00 
129 6.032265532441979E-49008 6.526177024865490E-245030 0.000000000000000E+00 
130 1.132393391283346E-48995 1.521399358758252E-244968 0.000000000000000E+00 
131 2.105821877940716E-48983 3.383488970321018E-244907 0.000000000000000E+00 
132 3.879522656211469E-48971 7.180390448804727E-244846 0.000000000000000E+00 
133 7.080955121007182E-48959 1.454506972352631E-244784 0.000000000000000E+00 
134 1.280520237654870E-48946 2.813123709083102E-244723 0.000000000000000E+00 
135 2.294488612391927E-48934 5.196203263338534E-244662 0.000000000000000E+00 
136 4.073930962507761E-48922 9.169062302811947E-244601 0.000000000000000E+00 
137 7.167914493337674E-48910 1.546039828861950E-244539 0.000000000000000E+00 
138 1.249816090557301E-48897 2.491650682951134E-244478 0.000000000000000E+00 
139 2.159712642152854E-48885 3.839162109250982E-244417 0.000000000000000E+00 
140 3.698830959176031E-48873 5.656906730530077E-244356 0.000000000000000E+00 
141 6.278753362233238E-48861 7.973035850020569E-244295 0.000000000000000E+00 
142 1.056438568443656E-48848 1.075171734133477E-244233 0.000000000000000E+00 
143 1.761968373641257E-48836 1.387545209018959E-244172 0.000000000000000E+00 
144 2.913103115816429E-48824 1.714098941974011E-244111 0.000000000000000E+00 
145 4.774611641835314E-48812 2.027434635289375E-244050 0.000000000000000E+00 
146 7.758271319359141E-48800 2.296579140026815E-243989 0.000000000000000E+00 
147 1.249846212252276E-48787 2.491950952567558E-243928 0.000000000000000E+00 
148 1.996331268085050E-48775 2.590715023630893E-243867 0.000000000000000E+00 
149 3.161640577315243E-48763 2.581184700081551E-243806 0.000000000000000E+00 
150 4.964956153753780E-48751 2.465095142259516E-243745 0.000000000000000E+00 
151 7.731438175479151E-48739 2.257137598828405E-243684 0.000000000000000E+00 
152 1.193893994780359E-48726 1.981916881267144E-243623 0.000000000000000E+00 
153 1.828311833241747E-48714 1.669198357995281E-243562 0.000000000000000E+00 
154 2.776719187478414E-48702 1.348703252342143E-243501 0.000000000000000E+00 
155 4.182430836794258E-48690 1.045683939729155E-243440 0.000000000000000E+00 
156 6.248249759541230E-48678 7.781234505035241E-243380 0.000000000000000E+00 
157 9.258449480530451E-48666 5.558375774616625E-243319 0.000000000000000E+00 
158 1.360772868475747E-48653 3.812280135654564E-243258 0.000000000000000E+00 
159 1.983889751155691E-48641 2.510985862091398E-243197 0.000000000000000E+00 
160 2.869133334238999E-48629 1.588584257071633E-243136 0.000000000000000E+00 
161 4.116250656864473E-48617 9.655297577533926E-243076 0.000000000000000E+00 
162 5.858509634904697E-48605 5.638873354388326E-243015 0.000000000000000E+00 
163 8.272235710226828E-48593 3.164980962641570E-242954 0.000000000000000E+00 
164 1.158844144305854E-48580 1.707582719685460E-242893 0.000000000000000E+00 
165 1.610680126173835E-48568 8.857335565057090E-242833 0.000000000000000E+00 
166 2.221218470322841E-48556 4.417870475655145E-242772 0.000000000000000E+00 
167 3.039389328813599E-48544 2.119279659839643E-242711 0.000000000000000E+00 
168 4.126764272457398E-48532 9.779235574369285E-242651 0.000000000000000E+00 
169 5.560018819814241E-48520 4.341481015169092E-242590 0.000000000000000E+00 
170 7.433630231019749E-48508 1.854647462873487E-242529 0.000000000000000E+00 
171 9.862758131031712E-48496 7.625152125043965E-242469 0.000000000000000E+00 
172 1.298622773914169E-48483 3.017669492159284E-242408 0.000000000000000E+00 
173 1.696950388673767E-48471 1.149747109662352E-242347 0.000000000000000E+00 
174 2.200750968544515E-48459 4.218044007766449E-242287 0.000000000000000E+00 
175 2.832710829596894E-48447 1.490279792442636E-242226 0.000000000000000E+00 
176 3.618903195100657E-48435 5.071558368060857E-242166 0.000000000000000E+00 
177 4.588901195917914E-48423 1.662647306090384E-242105 0.000000000000000E+00 
178 5.775784008194578E-48411 5.251837960224852E-242045 0.000000000000000E+00 
179 7.216007896801647E-48399 1.598606583661564E-241984 0.000000000000000E+00 
180 8.949114088198331E-48387 4.689826992604129E-241924 0.000000000000000E+00 
181 1.101724732200260E-48374 1.326239908967333E-241863 0.000000000000000E+00 
182 1.346446291855716E-48362 3.615778110139778E-241803 0.000000000000000E+00 
183 1.633580645291621E-48350 9.505161372077337E-241743 0.000000000000000E+00 
184 1.967615872035659E-48338 2.409673403430538E-241682 0.000000000000000E+00 
185 2.352884953101623E-48326 5.891963667965934E-241622 0.000000000000000E+00 
186 2.793405671125627E-48314 1.389717897945424E-241561 0.000000000000000E+00 
187 3.292702104477278E-48302 3.162414585817211E-241501 0.000000000000000E+00 
188 3.853612308347272E-48290 6.943791955819224E-241441 0.000000000000000E+00 
189 4.478088293874384E-48278 1.471363097361278E-241380 0.000000000000000E+00 
190 5.166995832310648E-48266 3.009172986202691E-241320 0.000000000000000E+00 
191 5.919922815471616E-48254 5.940689038991470E-241260 0.000000000000000E+00 
192 6.735005784954762E-48242 1.132260778635581E-241199 0.000000000000000E+00 
193 7.608784696321856E-48230 2.083689839539597E-241139 0.000000000000000E+00 
194 8.536095922153977E-48218 3.702994199784296E-241079 0.000000000000000E+00 
195 9.510012856261142E-48206 6.355681397657203E-241019 0.000000000000000E+00 
196 1.052184223028559E-48193 1.053696471243776E-240958 0.000000000000000E+00 
197 1.156118240294733E-48181 1.687593578407075E-240898 0.000000000000000E+00 
198 1.261604748391302E-48169 2.611398634948780E-240838 0.000000000000000E+00 
199 1.367305830500907E-48157 3.904675315045027E-240778 0.000000000000000E+00 
200 1.471769808796111E-48145 5.642298353356687E-240718 0.000000000000000E+00 
201 1.573462735033142E-48133 7.880230250047961E-240658 0.000000000000000E+00 
202 1.670804933357491E-48121 1.063862113225047E-240597 0.000000000000000E+00 
203 1.762211423342241E-48109 1.388502477906213E-240537 0.000000000000000E+00 
204 1.846134796335083E-48097 1.752159503100903E-240477 0.000000000000000E+00 
205 1.921108926770112E-48085 2.138043556072657E-240417 0.000000000000000E+00 
206 1.985791786937116E-48073 2.523045886091678E-240357 0.000000000000000E+00 
207 2.039005608917634E-48061 2.879709641317429E-240297 0.000000000000000E+00 
208 2.079772705587645E-48049 3.179332648982437E-240237 0.000000000000000E+00 
209 2.107345422305257E-48037 3.395746322314319E-240177 0.000000000000000E+00 
210 2.121228934616804E-48025 3.509088413173425E-240117 0.000000000000000E+00 
211 2.121195921844080E-48013 3.508815361239649E-240057 0.000000000000000E+00 
212 2.107292513810426E-48001 3.395320063753349E-239997 0.000000000000000E+00 
213 2.079835306772056E-47989 3.179811167550588E-239937 0.000000000000000E+00 
214 2.039399651423389E-47977 2.882493269425867E-239877 0.000000000000000E+00 
215 1.986799806931847E-47965 2.529456084908366E-239817 0.000000000000000E+00 
216 1.923061908008576E-47953 2.148933248990182E-239757 0.000000000000000E+00 
217 1.849390987646578E-47941 1.767666301984169E-239697 0.000000000000000E+00 
218 1.767133521173702E-47929 1.408002494347282E-239637 0.000000000000000E+00 
219 1.677737097616446E-47917 1.086115812022754E-239577 0.000000000000000E+00 
220 1.582708877612827E-47905 8.114500476795747E-239518 0.000000000000000E+00 
221 1.483574464480338E-47893 5.872233903094458E-239458 0.000000000000000E+00 
222 1.381838703063394E-47881 4.116644460842251E-239398 0.000000000000000E+00 
223 1.278949740721994E-47869 2.795915162225572E-239338 0.000000000000000E+00 
224 1.176267450850241E-47857 1.839869398635981E-239278 0.000000000000000E+00 
225 1.075037048473285E-47845 1.173204594645447E-239218 0.000000000000000E+00 
226 9.763684375750624E-47834 7.249787170154903E-239159 0.000000000000000E+00 
227 8.812215383617475E-47822 4.341922978899603E-239099 0.000000000000000E+00 
228 7.903975657241007E-47810 2.520487618616504E-239039 0.000000000000000E+00 
229 7.045359814008166E-47798 1.418314319697096E-238979 0.000000000000000E+00 
230 6.241166323862029E-47786 7.737227745396422E-238920 0.000000000000000E+00 
231 5.494664241531820E-47774 4.092252243575377E-238860 0.000000000000000E+00 
232 4.807697629269294E-47762 2.098661169116372E-238800 0.000000000000000E+00 
233 4.180819368275685E-47750 1.043671008965787E-238740 0.000000000000000E+00 
234 3.613445885014449E-47738 5.033433946328436E-238681 0.000000000000000E+00 
235 3.104024567439185E-47726 2.354411377435311E-238621 0.000000000000000E+00 
236 2.650206246602126E-47714 1.068205881000995E-238561 0.000000000000000E+00 
237 2.249015990924640E-47702 4.701314610625231E-238502 0.000000000000000E+00 
238 1.897016519056799E-47690 2.007299432126321E-238442 0.000000000000000E+00 
239 1.590459699856623E-47678 8.315147240452566E-238383 0.000000000000000E+00 
240 1.325422798379102E-47666 3.342171880614513E-238323 0.000000000000000E+00 
241 1.097927279107710E-47654 1.303540343316739E-238263 0.000000000000000E+00 
242 9.040390390868238E-47643 4.933924769250553E-238204 0.000000000000000E+00 
243 7.399498752589313E-47631 1.812458639610110E-238144 0.000000000000000E+00 
244 6.020407673614141E-47619 6.462284910318664E-238085 0.000000000000000E+00 
245 4.869281684906848E-47607 2.236562778131569E-238025 0.000000000000000E+00 
246 3.914949396512581E-47595 7.514279804018016E-237966 0.000000000000000E+00 
247 3.129078513720328E-47583 2.450975107103532E-237906 0.000000000000000E+00 
248 2.486237208947440E-47571 7.761924378142324E-237847 0.000000000000000E+00 
249 1.963862782786809E-47559 2.386779492337910E-237787 0.000000000000000E+00 
250 1.542157822445597E-47547 7.126900635860549E-237728 0.000000000000000E+00 
251 1.203932604795245E-47535 2.066652600647435E-237668 0.000000000000000E+00 
252 9.344105223578527E-47524 5.820297717249536E-237609 0.000000000000000E+00 
253 7.210110402579282E-47512 1.592084712035003E-237549 0.000000000000000E+00 
254 5.531222978956086E-47500 4.230214897954209E-237490 0.000000000000000E+00 
255 4.218730951558607E-47488 1.091856954036561E-237430 0.000000000000000E+00 
256 3.199117595489245E-47476 2.737837203453768E-237371 0.000000000000000E+00 
257 2.411973552767533E-47464 6.669899736401623E-237312 0.000000000000000E+00 
258 1.808069158218251E-47452 1.578816980979511E-237252 0.000000000000000E+00 
259 1.347608810300489E-47440 3.631414357445160E-237193 0.000000000000000E+00 
260 9.986770022196524E-47429 8.116743893878978E-237134 0.000000000000000E+00 
261 7.358761160822475E-47417 1.763112951645974E-237074 0.000000000000000E+00 
262 5.391490143974975E-47405 3.722208326888487E-237015 0.000000000000000E+00 
263 3.927745350559816E-47393 7.637886742791175E-236956 0.000000000000000E+00 
264 2.845208727465379E-47381 1.523446681700893E-236896 0.000000000000000E+00 
265 2.049401723951746E-47369 2.953874802810566E-236837 0.000000000000000E+00 
266 1.467871458139427E-47357 5.567967966965335E-236778 0.000000000000000E+00 
267 1.045448586981583E-47345 1.020398938257153E-236718 0.000000000000000E+00 
268 7.404176704194521E-47334 1.818195055800941E-236659 0.000000000000000E+00 
269 5.214539733374115E-47322 3.150188220961733E-236600 0.000000000000000E+00 
270 3.651959260294616E-47310 5.307453753601277E-236541 0.000000000000000E+00 
271 2.543385467233579E-47298 8.695959838513160E-236482 0.000000000000000E+00 
272 1.761490489074380E-47286 1.385664565582211E-236422 0.000000000000000E+00 
273 1.213209409343977E-47274 2.147511251223635E-236363 0.000000000000000E+00 
274 8.309675008407864E-47263 3.237254121462458E-236304 0.000000000000000E+00 
275 5.660183597542327E-47251 4.746890248614210E-236245 0.000000000000000E+00 
276 3.834251322785715E-47239 6.771103910271970E-236186 0.000000000000000E+00 
277 2.583089995813073E-47227 9.396243986341456E-236127 0.000000000000000E+00 
278 1.730663710842047E-47215 1.268586352391838E-236067 0.000000000000000E+00 
279 1.153201689852935E-47203 1.666414165759870E-236008 0.000000000000000E+00 
280 7.642271984338568E-47192 2.129948230843893E-235949 0.000000000000000E+00 
281 5.036971705904532E-47180 2.649135391862455E-235890 0.000000000000000E+00 
282 3.301805293837656E-47168 3.206371914396617E-235831 0.000000000000000E+00 
283 2.152649987451447E-47156 3.776797526816692E-235772 0.000000000000000E+00 
284 1.395855440783953E-47144 4.329710080189705E-235713 0.000000000000000E+00 
285 9.002384077692214E-47133 4.831080641579991E-235654 0.000000000000000E+00 
286 5.774703300859491E-47121 5.246926439784960E-235595 0.000000000000000E+00 
287 3.684357738698283E-47109 5.547094425363719E-235536 0.000000000000000E+00 
288 2.338076872353550E-47097 5.708874924530229E-235477 0.000000000000000E+00 
289 1.475793248114392E-47085 5.719844123349789E-235418 0.000000000000000E+00 
290 9.265456410001216E-47074 5.579440934218008E-235359 0.000000000000000E+00 
291 5.786120456566990E-47062 5.299000388740506E-235300 0.000000000000000E+00 
292 3.594117194307717E-47050 4.900244715501932E-235241 0.000000000000000E+00 
293 2.220679215096768E-47038 4.412510347188982E-235182 0.000000000000000E+00 
294 1.364812327769546E-47026 3.869200911462914E-235123 0.000000000000000E+00 
295 8.343690998712263E-47015 3.304057968217388E-235064 0.000000000000000E+00 
296 5.073951025038802E-47003 2.747817930827953E-235005 0.000000000000000E+00 
297 3.069316663929373E-46991 2.225692101207693E-234946 0.000000000000000E+00 
298 1.846924069900560E-46979 1.755908189737660E-234887 0.000000000000000E+00 
299 1.105535825005339E-46967 1.349337843425723E-234828 0.000000000000000E+00 
300 6.582903974804952E-46956 1.010053082840715E-234769 0.000000000000000E+00 
301 3.899308466618771E-46944 7.365369886553116E-234711 0.000000000000000E+00 
302 2.297668971505806E-46932 5.232315162538484E-234652 0.000000000000000E+00 
303 1.346857067345324E-46920 3.621297006685666E-234593 0.000000000000000E+00 
304 7.854057944215851E-46909 2.441895661346538E-234534 0.000000000000000E+00 
305 4.556271144287005E-46897 1.604369524024546E-234475 0.000000000000000E+00 
306 2.629494012582366E-46885 1.027111352597206E-234416 0.000000000000000E+00 
307 1.509684661491697E-46873 6.407488143756464E-234358 0.000000000000000E+00 
308 8.622951953590209E-46862 3.895259805411311E-234299 0.000000000000000E+00 
309 4.899881347243004E-46850 2.307726918104229E-234240 0.000000000000000E+00 
310 2.769996442498056E-46838 1.332455318696635E-234181 0.000000000000000E+00 
311 1.557905308913635E-46826 7.498283985111947E-234123 0.000000000000000E+00 
312 8.717164072282843E-46815 4.112753678155546E-234064 0.000000000000000E+00 
313 4.852726223575076E-46803 2.198799098385292E-234005 0.000000000000000E+00 
314 2.687675482328288E-46791 1.145884239357139E-233946 0.000000000000000E+00 
315 1.480990837169256E-46779 5.821279557186429E-233888 0.000000000000000E+00 
316 8.119259503698816E-46768 2.882960618070360E-233829 0.000000000000000E+00 
317 4.428666329363641E-46756 1.391942834800153E-233770 0.000000000000000E+00 
318 2.403399334987954E-46744 6.552186967190081E-233712 0.000000000000000E+00 
319 1.297714853530900E-46732 3.007135350311457E-233653 0.000000000000000E+00 
320 6.971670843190995E-46721 1.345677435200711E-233594 0.000000000000000E+00 
321 3.726512685684230E-46709 5.871777874187111E-233536 0.000000000000000E+00 
322 1.981893480369192E-46697 2.498377978805966E-233477 0.000000000000000E+00 
323 1.048754429392231E-46685 1.036634452701690E-233418 0.000000000000000E+00 
324 5.521879104428015E-46674 4.194604980835196E-233360 0.000000000000000E+00 
325 2.892832807192378E-46662 1.655286864310847E-233301 0.000000000000000E+00 
326 1.507949752625266E-46650 6.370755679113720E-233243 0.000000000000000E+00 
327 7.821340978525047E-46639 2.391457664500166E-233184 0.000000000000000E+00 
328 4.036547565177642E-46627 8.756024544387611E-233126 0.000000000000000E+00 
329 2.072894035090934E-46615 3.127102432286500E-233067 0.000000000000000E+00 
330 1.059219445641946E-46603 1.089397373718988E-233008 0.000000000000000E+00 
331 5.385676005910176E-46592 3.702181574574089E-232950 0.000000000000000E+00 
332 2.724855845653023E-46580 1.227366473130895E-232891 0.000000000000000E+00 
333 1.371827299117899E-46568 3.969664496981389E-232833 0.000000000000000E+00 
334 6.872448587339817E-46557 1.252604870712107E-232774 0.000000000000000E+00 
335 3.425967445372174E-46545 3.856317271064434E-232716 0.000000000000000E+00 
336 1.699488144254004E-46533 1.158369981548140E-232657 0.000000000000000E+00 
337 8.389183624143283E-46522 3.395119776288657E-232599 0.000000000000000E+00 
338 4.120893314662863E-46510 9.709870875123580E-232541 0.000000000000000E+00 
339 2.014357664094976E-46498 2.709814264120569E-232482 0.000000000000000E+00 
340 9.798480972221055E-46487 7.379898116781430E-232424 0.000000000000000E+00 
341 4.743088907484647E-46475 1.961385341782541E-232365 0.000000000000000E+00 
342 2.284796306255203E-46463 5.087378358243520E-232307 0.000000000000000E+00 
343 1.095268927163184E-46451 1.287835618988430E-232248 0.000000000000000E+00 
344 5.224977519242965E-46440 3.181842872470080E-232190 0.000000000000000E+00 
345 2.480514492474970E-46428 7.673004307393845E-232132 0.000000000000000E+00 
346 1.171914900525301E-46416 1.806079982777949E-232073 0.000000000000000E+00 
347 5.509987445602987E-46405 4.149632580461110E-232015 0.000000000000000E+00 
348 2.578152532187399E-46393 9.306784089592959E-231957 0.000000000000000E+00 
349 1.200530759894879E-46381 2.037619359248253E-231898 0.000000000000000E+00 
350 5.563497023592849E-46370 4.355077606311575E-231840 0.000000000000000E+00 
351 2.565874975010048E-46358 9.087283009138360E-231782 0.000000000000000E+00 
352 1.177712660958732E-46346 1.851199899153571E-231723 0.000000000000000E+00 
353 5.379755739164357E-46335 3.681877931759764E-231665 0.000000000000000E+00 
354 2.445728537706248E-46323 7.149865196691385E-231607 0.000000000000000E+00 
355 1.106571611276247E-46311 1.355670731658397E-231548 0.000000000000000E+00 
356 4.982868861471517E-46300 2.509885365292128E-231490 0.000000000000000E+00 
357 2.233115119812121E-46288 4.537453198183186E-231432 0.000000000000000E+00 
358 9.960417205041751E-46277 8.010216367936787E-231374 0.000000000000000E+00 
359 4.421623238257284E-46265 1.380909662568713E-231315 0.000000000000000E+00 
360 1.953559887735286E-46253 2.324824881537065E-231257 0.000000000000000E+00 
361 8.590441836343583E-46242 3.822382170395384E-231199 0.000000000000000E+00 
362 3.759681181262485E-46230 6.137785276881925E-231141 0.000000000000000E+00 
363 1.637707090599031E-46218 9.625820193014252E-231083 0.000000000000000E+00 
